store,country,lang,reviewId,date,userName,rating,appVersion,thumbsUp,title,text,replyDate,replyText,url
App Store,in,,14389789055,2026-08-05T06:30:37Z,Sonalivaidya30,1,,0,Poor service,Very bad service. The delivery is never on time and the app does not keep its promises. I am very disappointed with the overall experience. I would not recommend this app to anyone,,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
App Store,in,,14381513731,2026-08-03T06:08:01Z,Siya bk,1,,0,Worst customer service,"Never purchase anything through prepaid. They will never refund your money.. worst customer service. Their diaper is of bad quality. Lactation granules is waste of money , doesn’t work either. Better use first cry if you want easy to access and quality is best. There customer service is also instant and 24 hours helpline open.",,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
App Store,in,,14381268278,2026-08-03T04:21:43Z,Krutikantharia,1,,0,Delivery system really weak,The Diskettes are nice but their customer support is really poor! I have ordered Mylo Diskette pack of two since last 15 days! There is no sign of delivery and they don’t provide the shipment information as well. The support chat is run by bots and you get the same frustrating messages repeatedly.,,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
App Store,in,,14351731376,2026-07-26T20:41:35Z,Snappy ❤️,1,,0,Hate it,It says 400g but didn’t give it its unfair,,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
App Store,in,,14273991327,2026-07-07T13:21:39Z,Nozani,1,,0,Worst experience ever on any app,"Your app is so pathetic, you guys are nothing but fraud. They ask us to add money to Mylo Cash, once we do they do not even let us make an order using that money. Also their customer service does not
Care",,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
App Store,in,,14257669052,2026-07-03T12:04:35Z,Naddukhan,1,,0,Every time order delays,"I have had a very disappointing experience with this service. My order was originally supposed to be delivered on 25 June, but the delivery date was changed to 27 June. Today is 3 July, and I still have not received my package.

What makes the experience even worse is that there has been no response from customer care despite my attempts to contact them. The lack of communication and repeated delays are unacceptable.

This has been a very poor experience, and I will not be placing any orders with this App  again.",,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
App Store,in,,14248286038,2026-07-01T06:30:11Z,Nishi zama,1,,0,Complain,"This is not a trustworthy brand. The service is very poor, and once you make a payment, you don’t get your money back. I am very disappointed with the way my issue has been handled.",,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
App Store,in,,14231440867,2026-06-27T05:12:27Z,Amit198730,1,,0,Long delivery time,Pathetic customer support. Only chat agents who give standard response. Pathetic delivery services,,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
App Store,in,,14127338187,2026-05-31T13:48:03Z,sumit002,1,,0,App is not working after update,Unable to interact with ui,,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
App Store,in,,14119210334,2026-05-29T12:11:06Z,palak navi,1,,0,worst experience,worst decision i had made to buy their diapers for my baby. they says it lasts for 12 hours but let me tell you it never lasts. my baby diaper starts leaking within 2-3 hours. i think poko pants are more deurable then this mylo. pls dont buy their daipers,,,https://apps.apple.com/in/app/id1577492842?see-all=reviews
