store,country,lang,reviewId,date,userName,rating,appVersion,thumbsUp,title,text,replyDate,replyText,url
App Store,in,,14333776258,2026-07-22T10:09:44Z,Deva0105,1,,0,Glitch with app,Not working properly,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,13877835292,2026-03-23T08:33:50Z,Swati074,1,,0,Worst experience,Everytime I download this and try to login the screen goes blank with a user not found message,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,13091992771,2025-09-03T00:05:22Z,Kala Vk vk,1,,0,Worst service and it’s all business,I used imumz when I was pregnant it was all ok but when u wanted to opt during my parenting time they sent some offer then when I showed interest they made this offer not valid within a day. It’s all just business for these people no emotional attachment. Worst people and worst service for money I would say. All they care about money that’s it.,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,12997073462,2025-08-10T01:15:03Z,Haxe in,1,,0,Not opening quickly buffering I uninstalled the app,Not opening quickly buffering I uninstalled the app,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,12818156425,2025-06-26T05:13:01Z,CGUPT,1,,0,Behaviour,"Counsellor Bindu, She is very rude and getting irritated while talking to me ( a pregnant lady). She doesn’t have the adequate how to talk.. when i had a discussion with her only one time she wasn’t polite at the end..",,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,12723373251,2025-06-01T13:08:00Z,bdbbekdnnd,1,,0,Very bad back end team,Very bad back end team,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,12339604083,2025-02-22T01:57:14Z,meharban prachi,1,,0,Unable to delete account,Why there is Delete Account section if you are not letting the account to be deleted.,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,12335382369,2025-02-21T00:01:41Z,MSSubalakshmi,1,,0,Experience of the program is completely dependent on the care manager one is assigned,My care manager read out of a script & it felt like it. I was assigned multiple care managers throughout my journey well in the end I was supposed to be assigned another one & no one was assigned! In the most crucial period of this journey. Wouldn't recommend to anyone.,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,12188064413,2025-01-15T17:35:50Z,IKBukhari,1,,0,Not good application,Application is not good plus information available on this is not reliable and is vague,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,12159206511,2025-01-08T12:17:57Z,Ghanshyam 2140,1,,0,Sad,My button was not working. And i massaged them for this but no one is answering and no one is attending me.,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,11832601495,2024-10-14T10:56:01Z,Applebeecar,1,,0,Idiots,Instead of telling hundred times they wont stop calling me . I am not even able to delete my account,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,11692814721,2024-09-05T21:35:59Z,Prerna Barry,1,,0,App doesn’t function work,Even after paying for subscription over and above already taken subscription….. it has lost its essence and mediums to share feedback or viewing updates at best non existent,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,11546458540,2024-07-29T01:44:24Z,Mghytf,1,,0,Unable to download app in iPhone,I have been trying to download the app in my iPhone but after login I get an error.,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,11118794727,2024-04-04T01:00:25Z,😞😞😞n,1,,0,too much high price,too much price not everyone can afford it,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,11031557176,2024-03-11T03:40:35Z,niveditha Krishnan,1,,0,Poor support-nobody calls,I wanted to join their yoga classes since my first months- they called me and said if I don’t do garbhshankar - chances of miscarriage is there and c section,,"Hi Niveditha,

We apologize for such comments made. We take such complaints very seriously & take strict action. Can you please drop an email to info@imumz.com with your details, so that we can do something about this?",https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,10880132800,2024-01-30T07:55:49Z,Prachi@1,1,,0,Forced advertising,"From the very day I have downloaded this app, I get minimum 10 calls everyday to take the subscription from random numbers. I have denied and blocked the numbers for more than 100 times now, but the situation is still the same.",,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,10856072081,2024-01-23T20:30:06Z,sshetty9019,1,,0,Too many calls to join,The app is good but its like being forced to join the membership 5 calls in d morning 5 calls in the evening even after informing them once that will join after few months cause of medical reasons . Yes everybody needs to market but it doesn’t mean irritate a pregnant women all day long.,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,10758156288,2023-12-29T10:19:12Z,dr.ridz,1,,0,Pathetic people,They are calling even without asking and if you don’t answer the call they call you constantly until you don’t pick up the call. Just downloaded the app and I started getting calls from them even asking or enquired about anything.really bad experience and they are calling continuously in the afternoon.they should know that pregnant women also takes rest and if someone didn’t picked up the call they might be doing something,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,9946944613,2023-05-20T14:18:52Z,Kanna235,1,,0,Expensive,Expensive,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,9946276382,2023-05-20T10:31:32Z,ask1303,1,,0,Too much expensive,This app is designed for rich people only. Too much expensive for middle class families.,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,9756529419,2023-03-27T06:20:34Z,Shifali 123,1,,0,Worst service ever,"I arranged a consultation session for myself, as a working individual I utilised my 30min break for this session, though no one showed up. 
So if your team is not serious for a potential new client, how can one trust your services after paying a lump sum amount.

It’s really sad.",,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,9643172422,2023-02-22T10:58:12Z,Padmapriya512,1,,0,After subscription not able access live sessions,I was not able to access live sessions,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,9626589944,2023-02-17T13:21:20Z,swati thombe,1,,0,Not happy,They are showing option to pay 1 month but after that they mentioned …no compulsory you need to opt for minimum 3 months membership needs to take.,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,9415767603,2022-12-20T10:46:29Z,Neha249,1,,0,Unable to see any of the activities like yoga diet reading for the baby,Please help,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
App Store,in,,9315659503,2022-11-22T05:45:03Z,YashYadav1990,1,,0,Pathetic interface and services.,Very poor services and they send you tons of irrelevant notifications.,,,https://apps.apple.com/in/app/id1475227129?see-all=reviews
