store,country,lang,reviewId,date,userName,rating,appVersion,thumbsUp,title,text,replyDate,replyText,url
Play,in,en,cc86208a-1491-4154-8a9b-608df7be35ff,2026-08-05T05:45:51.785Z,Shweta,5,4.0.3,0,,"My pregnancy journey at IMUMZ was truly beautiful and memorable. A very special thanks to Aashi Jaiswal Ma’am, who was always there to help and guide me. Her constant support and kindness made my journey much more comfortable and special. ❤️ Aashi Ma’am became such a special part of my pregnancy journey that I named my little daughter “Aashvi” after her name. 🥰 Thank you so much, Aashi Ma’am and the entire IMUMZ team.",,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=cc86208a-1491-4154-8a9b-608df7be35ff
Play,in,en,b18668ba-87d0-4434-bf41-a4c62ee7fccf,2026-07-27T13:27:19.960Z,Ashutosh Jaiswal,4,,0,,good,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=b18668ba-87d0-4434-bf41-a4c62ee7fccf
Play,in,en,92de7284-6a86-4c61-b9d0-034c2dcdee07,2026-07-27T05:04:48.799Z,sonali kumari,5,6.0.11,0,,wonderful,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=92de7284-6a86-4c61-b9d0-034c2dcdee07
Play,in,en,3343311c-ec0a-4886-9f16-46649ec4abce,2026-07-18T02:40:28.500Z,jigna dabhi (Jigs),4,6.0.2,0,,very good and helpful app,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=3343311c-ec0a-4886-9f16-46649ec4abce
Play,in,en,d82676db-fb0b-46c3-93eb-efe56a2df0cd,2026-07-08T16:19:49.750Z,Mrudula Patti,1,6.0.13,0,,zero no use,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=d82676db-fb0b-46c3-93eb-efe56a2df0cd
Play,in,en,8272b95f-fd66-432f-a8a8-05ca5e326cab,2026-07-03T06:23:48.276Z,Pragati Rai,4,6.0.13,0,,Very supportive app during pregnancy. All the coaches and experts are very supportive and friendly.,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=8272b95f-fd66-432f-a8a8-05ca5e326cab
Play,in,en,a1d3c5f2-a20d-4877-975d-f906100ea2e9,2026-06-27T11:41:39.878Z,Subham Satapathy,5,6.0.8,0,,very good app,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=a1d3c5f2-a20d-4877-975d-f906100ea2e9
Play,in,en,778333bd-b6aa-4248-85f4-80c525d6e2e9,2026-06-27T05:30:21.847Z,Akash Raj,1,6.0.13,0,,"not able to login tried multiple ways getting message login time out please try again later, by Google sign up",,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=778333bd-b6aa-4248-85f4-80c525d6e2e9
Play,in,en,75613abd-6165-4af2-9440-5b1dbc6384fc,2026-06-14T08:32:15.203Z,PUNEET ARORA,2,6.0.11,0,,"the app is not showing the realtime communication. good for passive comms , but if anything that needs immidiate attention, then WhatsApp is better than App.",,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=75613abd-6165-4af2-9440-5b1dbc6384fc
Play,in,en,6e246542-21cd-4b9b-8b8e-16296219d742,2026-06-13T15:39:52.557Z,Chandani ture,1,6.0.11,0,,"program is not working , not Even single program is seen till now , expectations hurts",,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=6e246542-21cd-4b9b-8b8e-16296219d742
Play,in,en,827e4c99-77c8-4309-9f20-28b7fd42292e,2026-06-12T10:02:31.795Z,Gowri Mounika,5,6.0.10,0,,wonderful super every pregnant women should take this app very helpful,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=827e4c99-77c8-4309-9f20-28b7fd42292e
Play,in,en,445e2856-1873-421c-9f13-98d192fb497a,2026-06-11T14:13:43.861Z,Pooja Agarwal,3,6.0.11,0,,I still can't find the way to add my reports and scan toy profile,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=445e2856-1873-421c-9f13-98d192fb497a
Play,in,en,3cf22113-5709-446d-86a9-58c8a1a5811e,2026-06-09T10:21:10.444Z,Gayatri Jayade,5,6.0.10,3,,This is an amazing app for support and guidance required during pregnancy.,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=3cf22113-5709-446d-86a9-58c8a1a5811e
Play,in,en,99f55c34-a8dd-4d07-819f-2a79c51c70f8,2026-06-08T09:34:07.186Z,Sakshi Srivastava,5,6.0.8,3,,experience with imumz was really good. I joined during my pregnancy and throughout this journey everything was so smooth with the help of imumz. must join .,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=99f55c34-a8dd-4d07-819f-2a79c51c70f8
Play,in,en,47e2fa35-18ab-424f-a106-805f519c70e0,2026-06-07T06:16:26.370Z,Girija Jodha,5,6.0.10,2,,"Amazing application for all mothers, they take care of all aspects. Do take a plan and stick to it. thanks .",,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=47e2fa35-18ab-424f-a106-805f519c70e0
Play,in,en,625a2f8c-8e16-4fc2-b022-1052f0a73793,2026-06-06T18:09:13.282Z,Vinutha C V,5,6.0.10,0,,One of the best apps for pregnant moms 🥰👌,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=625a2f8c-8e16-4fc2-b022-1052f0a73793
Play,in,en,67b2da67-fe7f-4df2-880a-0e46412af08e,2026-06-04T09:36:53.236Z,Shefali Lakhani,1,6.0.10,3,,I've setup 2 calls already for a free consultation but no one shows up in the call. Also no response from the imumz team on chat or email. This is extremely unprofessional as I was planning to subscribe to their app!,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=67b2da67-fe7f-4df2-880a-0e46412af08e
Play,in,en,b6833d36-220d-484b-a3e0-42f9948fe701,2026-06-04T07:49:01.745Z,Priyanka G,1,6.0.10,0,,this app is not getting opened. every time it is showing register for garbasanskar class that's it other than that nothing is there,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=b6833d36-220d-484b-a3e0-42f9948fe701
Play,in,en,3b56cb0b-0c27-4da8-8b78-974a26f41d5f,2026-05-25T05:29:20.600Z,vivek singh,5,6.0.8,0,,Thank You for Supporting me❣️,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=3b56cb0b-0c27-4da8-8b78-974a26f41d5f
Play,in,en,6087b9a9-e0f4-4860-93e8-2def869ccca6,2026-05-25T02:56:03.263Z,Soumya Suchitra,3,6.0.8,1,,I have already registered and paid 299 for Beej Saanskar workshop. But when I downloaded the app it is asking me to pay again. Without paying that system does allow me to navigate in the app.,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=6087b9a9-e0f4-4860-93e8-2def869ccca6
Play,in,en,25046114-7252-43bd-8a2e-1496105f233b,2026-05-24T13:28:21.624Z,shubham gaware,5,6.0.8,0,,very good 👍😊,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=25046114-7252-43bd-8a2e-1496105f233b
Play,in,en,c269af4f-7d00-473f-98f9-9c766d3426ae,2026-05-23T16:31:36.290Z,Sandhya Ravandran,1,,0,,can't able to install the app,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=c269af4f-7d00-473f-98f9-9c766d3426ae
Play,in,en,711f3046-4090-4e6b-a828-868da0a3fe77,2026-05-23T15:11:54.896Z,Moly Nath,5,,0,,I use from starting in my pregnancy now my baby age 2year5month really great app.,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=711f3046-4090-4e6b-a828-868da0a3fe77
Play,in,en,1ea6c11e-1959-4b7f-aa35-20a8a181f64d,2026-05-21T19:44:21.466Z,sufiyan shamsi,5,6.0.8,0,,👌👌👌👌👌,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=1ea6c11e-1959-4b7f-aa35-20a8a181f64d
Play,in,en,4084d1cf-6b7d-4d36-a8cb-1781571c5118,2026-05-18T05:06:18.970Z,Nikita Maheshwari,1,6.0.8,0,,there is no proper support provided,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=4084d1cf-6b7d-4d36-a8cb-1781571c5118
Play,in,en,00be0cef-d4ec-47d6-b05c-88ce9055fa84,2026-05-15T07:12:42.197Z,Sree harsha,1,6.0.8,1,,There is no milestones for Twin or Multiple Pregnancies. Everything is curated for singleton pregnancy,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=00be0cef-d4ec-47d6-b05c-88ce9055fa84
Play,in,en,92cc711c-5d4e-42ef-9114-c2456bfa0a02,2026-05-12T05:34:46.328Z,Bhargavi Porselvan,1,,0,,I can't even explore the app,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=92cc711c-5d4e-42ef-9114-c2456bfa0a02
Play,in,en,3d149e96-62de-4842-b2f6-adc1bd1149ba,2026-04-26T04:59:33.301Z,virajitha,1,6.0.5,7,,"Pathetic customer support. I paid money and joined for yoga and garbha sanskar classes. But I cannot join the garbha sanskar classes and weekly live classes. the link doesnt work for me. Inspite of contacting multiple people in imumz and excalating the issue multiple times, my issue has not been solved since the past 4 weeks. I am fed up now. Utter waste of my money and precious time.",,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=3d149e96-62de-4842-b2f6-adc1bd1149ba
Play,in,en,4252bf2a-3ee5-484e-a721-c70b0d9e25b8,2026-04-18T09:30:29.892Z,Purnima Goswami,1,6.0.5,0,,everytime gets an error page.,,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app&reviewId=4252bf2a-3ee5-484e-a721-c70b0d9e25b8
