store,country,lang,reviewId,date,userName,rating,appVersion,thumbsUp,title,text,replyDate,replyText,url
App Store,in,,11064929071,2024-03-20T11:35:04Z,YashikaRora,1,,0,Pethetic service,Last 10 days se Mai connect kr rhe hu apne payment refund k liye but yeh na to refund kr rhe h or na he responded krte h ache se bekar h ek dam,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,6715321287,2020-12-04T06:17:11Z,Heena1927,1,,0,Can’t log in on the app,I have downloaded the app but I can’t log in on the app. I have been trying since last three  weeks but it keeps saying try again later when I try to log using my phone number. I don’t have a gmail or Facebook account so thus can’t log in this way too. Please fix this problem.,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,6476870887,2020-09-28T09:01:51Z,aswiniku,1,,0,FRAUD,"I have ordered 2 product, ragi biscute and other one. Both are pre-paid. It is not delivered not even monet refunded. What kind of fraud app is this? I am trying to connect with support they are not responding it’s been 4 month now",,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,5971159431,2020-05-20T17:44:08Z,archi0207,1,,0,Poor customer service,I ordered from babychakra app in April and then wanted to cancel the order due to no update  from their side regarding the order till the first week of May 2020. I requested them for refund on  9th May and have been promised multiple times that refund will come but for such a simple matter they are giving multiile excuses and not refunding the money.... for last 11 days i have been following up and now they sent an automated mail stating that refund ould take another 15 dayss !!! Highly unprofessional !!,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,4331208098,2019-06-17T17:57:49Z,faizakhan_FK,2,,0,Best Pregnancy and Parenting app!!,"I am not a parent but my Mother is a great fan of Baby Chakra and she wishes if this app was there in her pregnancy when I was born. This app has everything from Pregnancy tips and consultation, live chats, shopping experience for baby and mother with exclusive offers to parenting tips and experiences. Being an Indian girl I am totally dependent on home remedies for my skin and health care and this aap have NANI - DADI ke NUSKHE which every girl can depend on....
Hands down to this app which I totally believe as #INDIAS NO.1 PREGNANCY AND PARENTING APP!!",,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,6580149268,2020-10-27T17:37:08Z,ritu2690,3,,0,Not able to get daily tips on my app,Earlier daily tip was shown in my app but from past 1 week no tip shown. Plz check the issue. I m using app on my iphone xr,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,9366186362,2022-12-06T09:11:20Z,piyu❤️,5,,0,Best app ever for moms,It is really helpful app for mom and pregnant woman. Their products are great. Also you can easily find solutions for your queries and problems on the app. This is a all rounder app 😎,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,9365948227,2022-12-06T07:21:03Z,Radhika tirmale,5,,0,Mom stars event,"I attended event hosted by baby chakra….fun event for moms and kids, we’ll organised.",,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,9271940954,2022-11-09T16:56:02Z,LoveRanu,5,,0,Excellant app,I am very happy to connect with this app and i suggest everyone should be connect to this app who is accepting baby. Very helpful for to be mommies,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,9105846287,2022-09-21T05:54:58Z,Barkha Chawla,5,,0,Must-Have App For Moms,"This is an amazing App for moms to have, they organise fun play dates pan-india, really interesting live chats with experts and an extensive range of BabySafe products.",,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,9054620145,2022-09-05T12:32:08Z,Swatee Gaggare,5,,0,Good platform for women’s health,"Baby chakra is great platform for women’s to clear there doubts specially about pregnancy and  Baby, it help women’s to know every topic in such a details that clear there mind and follow right choices. It also help doctors to aware there patient about wrong some perception about pregnancy and it’s course.
Thanks baby chakra.",,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,8302998691,2022-01-31T11:34:31Z,handaneha88,5,,0,Best Parenting App,Had a wonderful experience of sharing my thoughts on this lovely platform… Best App for all the parents ..,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,8302290794,2022-01-31T06:31:59Z,drRicha30,5,,0,Dr Richa,"Friendly app for pregnancy, Pre and Post natal care and good scientific information, expert opinion provided regularly through live sessions, articles, Videos.
Providing direct platform for patients to ask their queries directly to the doctor.
Very nice parenting app.",,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,7815035475,2021-09-17T10:38:57Z,doctormaithili,5,,0,First live through app as a Pediatrician,"It was my first live session as a pediatrician, the team was very helpful and accommodating. It was a nice experience with the baby chakra app, highly recommended for parents.",,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,6310609002,2020-08-12T13:55:58Z,AnuVasu,5,,0,It’s a wonderful platform for new parents,"So much of information, lectures by doctors and experts. It’s amazing how they answer queries in minutes. Really happy n we will recommend to all family n friends to use this app for guidance. It has helped us during this Covid time so much, really appreciate",,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,5302612368,2019-12-22T03:15:35Z,ashchanu,5,,0,Hey,"Hey it’s an excellent app , I’ve been using it since my baby was an infant , y is it limited to India only , my sister based in US  wanted to download it , but it’s not available in AppStore",,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,4399789609,2019-07-02T06:48:41Z,Khushbu brahmbhatt,5,,0,Best app for moms,This app is best for new moms as well as pregnant women.,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,4347192466,2019-06-21T10:48:23Z,SanghviPooja,5,,0,Best Pregnancy & Parenting Platform,This is the only app which helps any parent in their journey from pregnancy to toddlerhood. It helps the mother in her entire journey of pregnancy,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
App Store,in,,4333006447,2019-06-18T04:40:04Z,Soumaiyak,5,,0,A friend indeed!,I’ve been mommying since 5 years now and everything has been easier because my Babychakra app has been my go too for all the questions I’ve had. Solo parenting is hard and every time I need anything I leave a question and it’s answered with experience and a lot of genuine help. The extremely strong mom community is here to help and have your back at all times. This application is definitely getting better by the day.,,,https://apps.apple.com/in/app/id1299615848?see-all=reviews
