1941	हफ़्ते की झलक
1942	उनका हफ़्ता खोलिए
1943	पापा के लिए आज की बात
1944	आज रात हल मत ढूँढिए। बस उनके पास बैठिए।
1945	जब नींद नहीं आती, तब सलाह से ज़्यादा साथ काम आता है। पीठ पर रखा एक हाथ किसी भी नसीहत से ज़्यादा कहता है।
1946	आज की बात पढ़िए · 2 मिनट
1947	अपनी पार्टनर का साथ
1948	हफ़्ता 20 — वे क्या सँभाल रही हैं
1949	इस हफ़्ते सारा ज़ोर उनकी कमर पर है, और शाम तक दर्द बढ़ जाता है।
1950	आज यह कीजिए
1951	रात का खाना उनके ज़िम्मे से हटा दीजिए — उनकी पसंद का बनाइए, या माँगने से पहले मँगा लीजिए।
1952	आज का पाठ
1953	अपने शिशु को सुनाइए
1954	आज रात अपने शिशु को सुनाइए
1955	स्कैन और अपॉइंटमेंट
1956	उनके लिए आगे क्या
1957	अभी कुछ बाक़ी नहीं — आप दोनों अप-टू-डेट हैं।
1958	पहले से हो गया
1959	सारे स्कैन
1960	जो पहले हो चुके हैं उन्हें टिक कर दीजिए — पुराने भी, अगर आप बीच में जुड़े हैं।
1961	कहानियाँ, नीति-कथाएँ और पुराण
1962	आप क्या पढ़ना चाहेंगे?
1963	जो पसंद हो चुन लीजिए। सब बंद छोड़ देंगे तो सबका मिला-जुला मिलेगा।
1964	आपका जर्नल
1965	शिशु के नाम एक नोट
1966	आपका जर्नल
1967	आपकी यादें, फ़ोटो और वॉइस नोट यहाँ रहेंगे। ऊपर किसी गोले पर टैप करके एक जोड़िए — कोई याद, शिशु के नाम नोट, फ़ोटो या वॉइस नोट।
1968	रात का खाना उनके ज़िम्मे से हटा दीजिए — उनकी पसंद का बनाइए, या माँगने से पहले मँगा लीजिए। फिर पाँच मिनट उनकी कमर सहलाइए, बिना फ़ोन के।
1969	इस हफ़्ते मदद के और तरीक़े
1970	एंट्री सेव करें
1971	हाल की एंट्री
1972	माँ वाला रूप देखिए
1973	आप दोनों साथ-साथ रहेंगे।
1974	माँ की रोज़ की जगह — इस हफ़्ते उनका शरीर, क्रेविंग, हलचल और उनका अपना जर्नल — बस एक टैप दूर है। आप यहाँ जो भी दर्ज करेंगे, वह उन्हें भी दिखेगा।
1975	माँ वाला रूप खोलिए
1976	पापा वाले रूप में रहिए
1977	यह स्कैन क्या है — ताकि आप उनके साथ वहाँ रह सकें, और दोनों समझ सकें कि सामने क्या है।
1978	उनका साथ देने के लिए सामान्य मार्गदर्शन — हर गर्भावस्था अलग होती है, इसलिए हमेशा उनके डॉक्टर की सलाह मानिए।
1979	रिपोर्ट कैसे पढ़ें
1980	आसान भाषा में समझाइश, निदान नहीं। नंबर का मतलब पूरे संदर्भ में ही निकलता है — रिपोर्ट उनके डॉक्टर के साथ पढ़िए।
1981	यह स्कैन क्या है?
1982	आज रात हल मत ढूँढिए — बस उनके पास बैठिए
1983	20 हफ़्ते में आपका शिशु क्या सुन सकता है
1984	समुद्र मंथन
1985	शिशु को लिखिए, या बस आज का ख़याल दर्ज कीजिए…
1986	आपकी यादें
1987	पिता का जर्नल
