babySnapshot.milestone	मैं आपको सुन सकता हूँ
babySnapshot.weekHeadline	आपका शिशु अब गर्भ के भीतर और बाहर की आवाज़ें सुन सकता है — आपकी आवाज़ भी।
babySnapshot.size.fruit	एक लौकी
babySnapshot.size.length	लगभग 27.8 cm
babySnapshot.size.weight	लगभग 475 g
babySnapshot.reveal	माँ, अब मैं आपको सुन सकता हूँ। आपकी आवाज़ मेरी सबसे पसंदीदा आवाज़ों में से एक बनती जा रही है।
babyDevelopment.whatImDoing	मेरी सुनने की शक्ति तेज़ी से बन रही है और अब मैं आपकी धड़कन, आपकी आवाज़, और गर्भ के बाहर की कुछ आवाज़ें भी पहचान सकता हूँ। मेरा दिमाग़ इन अनुभवों से लगातार सीख रहा है।
babyDevelopment.funFact	जन्म के बाद शिशु अक्सर अपनी माँ की आवाज़ पहचान लेते हैं और उससे सुकून पाते हैं — क्योंकि वे उसे गर्भ में सुनते आए होते हैं।
momJourney.physicalChanges	आपका शिशु लगातार बढ़ रहा है और दिन भर उसकी हलचल ज़्यादा महसूस हो सकती है। बंप बढ़ने के साथ शरीर का संतुलन बदलता जा रहा है।
momJourney.emotionalState	जब माँओं को पता चलता है कि उनका शिशु उनकी आवाज़ सुन सकता है, तो बहुतों को एक गहरा भावनात्मक जुड़ाव महसूस होता है।
momJourney.commonSymptoms[0]	तेज़ लातें
momJourney.commonSymptoms[1]	कमर में तकलीफ़
momJourney.commonSymptoms[2]	खिंचाव महसूस होना
momJourney.commonSymptoms[3]	कभी-कभी पैरों में ऐंठन
momJourney.selfCareTip	हर दिन कुछ शांत पल निकालकर अपने शिशु से बात कीजिए, पढ़कर सुनाइए या गाइए।
momJourney.reassurance	अपने शिशु से जुड़ने का कोई एक सही तरीक़ा नहीं होता। रोज़ के छोटे-छोटे पल ही सबसे ज़्यादा मायने रखते हैं।
nutrition.nutritionTheme	दिमाग़ के विकास को ताक़त
nutrition.focusNutrients[0]	Choline
nutrition.focusNutrients[1]	प्रोटीन
nutrition.whyNow	आपके शिशु का दिमाग़ तेज़ी से बढ़ रहा है और उसे ऐसे पोषक तत्व चाहिए जो याददाश्त, सीखने और नर्वस सिस्टम में मदद करें।
nutrition.foods[0]	सोयाबीन
nutrition.foods[1]	पनीर
nutrition.foods[2]	दूध
nutrition.foods[3]	मूँगफली
nutrition.foods[4]	मूंग दाल
nutrition.indianSuperfoodOfTheWeek.food	सोयाबीन
nutrition.indianSuperfoodOfTheWeek.benefit	प्रोटीन और choline देती है, जो दिमाग़ के स्वस्थ विकास में मदद करते हैं।
nutrition.indianSuperfoodOfTheWeek.howToConsume	सोया चंक्स की सब्ज़ी, सोयाबीन पुलाव, या भुने सोया स्नैक्स।
nutrition.mealIdea	सोयाबीन पुलाव के साथ दही और सब्ज़ियों का सलाद।
nutrition.tip	अपने शिशु के बढ़ते दिमाग़ के लिए हर खाने में प्रोटीन का एक स्रोत रखने की कोशिश कीजिए।
actionPlan.doThisWeek	रोज़ का एक जुड़ाव-रिवाज़ बनाइए — जैसे छोटी कहानी पढ़ना, गाना गाना या शिशु से बात करना।
actionPlan.skipThisWeek	यह मान लेना कि जुड़ाव सिर्फ़ जन्म के बाद ही बनता है।
actionPlan.redFlags	अगर ज़्यादा ब्लीडिंग, पानी जैसा स्राव, पेट में तेज़ दर्द, तेज़ सिरदर्द, नज़र में बदलाव या अचानक सूजन हो — तो अपने डॉक्टर से संपर्क करें।
actionPlan.mythBuster.myth	शिशु गर्भावस्था के आख़िरी दौर तक साफ़ नहीं सुन पाते।
actionPlan.mythBuster.truth	इस दौर तक आपका शिशु आवाज़ें सुन भी सकता है और उन पर प्रतिक्रिया भी दे सकता है।
garbhSanskar.affirmation	मेरी आवाज़ मेरे शिशु के लिए सुकून और जुड़ाव का ज़रिया है।
garbhSanskar.reflectionPrompt	बड़े होते हुए आप चाहेंगी कि आपका शिशु कौन से शब्द सबसे ज़्यादा सुने?
garbhSanskar.spokenLine	माँ, अब मैं आपकी आवाज़ सुन सकता हूँ।
reflectAndRemember.reflectionPrompt	बड़े होते हुए आप चाहेंगी कि आपका बच्चा कौन से शब्द सबसे ज़्यादा सुने?
reflectAndRemember.journalPrompt	एक संदेश लिखिए जिसे आपका बच्चा अपने 18वें जन्मदिन पर पढ़ सके।
reflectAndRemember.photoPrompt	परिवार का कोई ऐसा पल क़ैद कीजिए जो प्यार, जुड़ाव और अपनेपन को दर्शाता हो।
partnerCorner.whatSheMayFeel	शिशु से भावनात्मक रूप से और जुड़ी हुई, क्योंकि गर्भावस्था अब और सच्ची लगने लगी है।
partnerCorner.whatYouCanDo	शिशु से नियमित रूप से बात कीजिए और साथ मिलकर जुड़ाव के पल बनाइए।
partnerCorner.oneMission	एक बात बताइए जो आप एक दिन अपने बच्चे को सिखाने के लिए उत्साहित हैं।
partnerCorner.shareMessage	हमारा नन्हा अब हमें सुन सकता है ❤
