This week my fingers and toes finally separate completely, and tiny nails begin to grow. I'm about the size of a strawberry now.	इस हफ़्ते मेरे हाथ और पैर की उँगलियाँ आख़िरकार पूरी तरह अलग हो जाती हैं, और नन्हे नाख़ून बनने लगते हैं। अब मेरा आकार लगभग एक स्ट्रॉबेरी जितना है।	Is hafte meri ungliyan aur pairon ki ungliyan aakhirkaar poori tarah alag ho jaati hain, aur nanhe naakhun ugna shuru hote hain. Ab main lagbhag ek strawberry jitna hoon.
I've grown to about the size of a strawberry this week, and I'm looking more like a tiny person every day. My fingers and toes have fully separated, and my head still makes up about half of my length.	इस हफ़्ते बढ़कर मेरा आकार लगभग एक स्ट्रॉबेरी जितना हो गया है, और हर दिन मेरी शक्ल थोड़ी और एक नन्हे इंसान जैसी लगने लगी है। मेरे हाथ और पैर की उँगलियाँ पूरी तरह अलग हो चुकी हैं, और मेरा सिर अब भी मेरी लंबाई का लगभग आधा हिस्सा है।	Is hafte main badhkar lagbhag strawberry jitna ho gaya hoon, aur har din thoda aur ek nanhe insaan jaisa dikhne laga hoon. Meri ungliyan aur pairon ki ungliyan poori tarah alag ho gayi hain, aur mera sar abhi bhi meri lambai ka lagbhag aadha hissa hai.
I'm about 3.1 to 3.2 centimetres long now, roughly the size of a strawberry, and I weigh about 4 grams.	अब मेरी लंबाई लगभग 3.1 से 3.2 सेंटीमीटर है, मोटे तौर पर एक स्ट्रॉबेरी जितनी, और मेरा वज़न लगभग 4 ग्राम है।	Ab main lagbhag 3.1 se 3.2 centimetre lamba hoon, motey taur par ek strawberry jitna, aur mera wazan lagbhag 4 gram hai.
My fingers and toes have completely separated this week, with no more webbing, and tiny nails are just beginning to grow. My skeleton keeps turning from soft cartilage into bone, and my ears are taking their outer shape. I'm swallowing tiny sips of fluid and kicking my legs, simply practising movements I'll need later. My head still makes up about half of my length because my brain is growing so quickly.	इस हफ़्ते मेरे हाथ और पैर की उँगलियाँ पूरी तरह अलग हो चुकी हैं, बीच की झिल्ली अब नहीं रही, और नन्हे नाख़ून अभी-अभी बनने लगे हैं। मेरा ढाँचा नरम cartilage से हड्डी में बदलता जा रहा है, और मेरे कानों की बाहरी बनावट उभर रही है। आसपास के पानी के नन्हे घूँट भरना और पैर चलाना भी शुरू हो गया है — बस उन हरकतों का अभ्यास, जो आगे चलकर मेरे काम आएँगी। मेरा सिर अब भी मेरी लंबाई का लगभग आधा है, क्योंकि मेरा दिमाग़ इतनी तेज़ी से बढ़ रहा है।	Is hafte meri ungliyan aur pairon ki ungliyan poori tarah alag ho gayi hain, beech ki jaali ab nahi rahi, aur nanhe naakhun abhi ugna shuru hue hain. Mera skeleton naram cartilage se haddi mein badalta ja raha hai, aur mere kaan apna bahri aakaar le rahe hain. Main fluid ke nanhe ghoont nigal raha hoon aur apni taangein chala raha hoon, bas woh harkatein practice karta hua jo aage mujhe chahiye hongi. Mera sar abhi bhi meri lambai ka lagbhag aadha hai, kyunki mera brain itni tezi se badh raha hai.
This week I'm becoming a little more active, swallowing tiny sips of the fluid around me and kicking my legs. These movements help my muscles, joints and nervous system develop, even though I don't need them for feeding or moving around just yet. You can't feel any of it, but if you had a scan now, you might just catch me in action.	इस हफ़्ते मेरी हलचल थोड़ी और बढ़ गई है — आसपास के पानी के नन्हे घूँट भरना, और पैर चलाना। ये हरकतें मेरी मांसपेशियों, जोड़ों और तंत्रिका तंत्र को बनने में मदद करती हैं, हालाँकि अभी न मुझे खाने के लिए इनकी ज़रूरत है, न इधर-उधर जाने के लिए। आपको इनमें से कुछ भी महसूस नहीं होगा, पर अगर अभी स्कैन हो, तो शायद आप मुझे हरकत करते हुए देख भी लें।	Is hafte main thoda aur active ho raha hoon, apne aaspaas ke fluid ke nanhe ghoont nigalta hua aur apni taangein chalata hua. Yeh harkatein mere muscles, joints aur nervous system ko develop hone mein madad karti hain, halaanki abhi mujhe inki khaane ya ghoomne ke liye zaroorat nahi hai. Tum inmein se kuch bhi mehsoos nahi kar sakti, par agar abhi scan hota, to shayad tum mujhe action mein pakad leti.
This week my fingers and toes have fully separated, with the webbing between them completely gone. My thumbs have rotated into place, ready for gripping and holding one day. For now, I'm simply getting used to having my own separate fingers and toes.	इस हफ़्ते मेरे हाथ और पैर की उँगलियाँ पूरी तरह अलग हो चुकी हैं, और उनके बीच की झिल्ली बिलकुल ख़त्म हो गई है। मेरे अंगूठे घूमकर अपनी जगह पर आ गए हैं — एक दिन पकड़ने और थामने के लिए तैयार। फ़िलहाल तो बस अपनी अलग-अलग उँगलियों की आदत पड़ रही है।	Is hafte meri ungliyan aur pairon ki ungliyan poori tarah alag ho gayi hain, aur unke beech ki jaali bilkul khatam ho gayi hai. Mere angoothe apni jagah par ghoom gaye hain, ek din pakadne aur thaamne ke liye taiyaar. Filhaal, main bas apni alag-alag ungliyon ka aadi ho raha hoon.
Tiny nails are just beginning to grow at the ends of my fingers and toes this week. They're barely there for now, more like the faintest suggestion of a nail than anything you'd recognise. Over the coming weeks and months, they'll keep growing, all the way until the day you first trim them.	इस हफ़्ते मेरे हाथ और पैर की उँगलियों के सिरों पर नन्हे नाख़ून बनने लगे हैं। अभी वे मुश्किल से हैं — नाख़ून की सबसे हल्की झलक भर, ऐसा कुछ नहीं जिसे आप पहचान सकें। आने वाले हफ़्तों और महीनों में वे बढ़ते रहेंगे, उस दिन तक जब आप पहली बार उन्हें काटेंगी।	Is hafte meri ungliyon aur pairon ki ungliyon ke siron par nanhe naakhun abhi ugna shuru hue hain. Filhaal woh mushkil se hain, kisi naakhun ki sabse halki jhalak jaise, na ki kuch aisa jise tum pehchaan sako. Aane waale hafton aur mahinon mein woh badhte rahenge, us din tak jab tum pehli baar unhe kaatogi.
My skeleton keeps turning to bone this week, with ossification now underway in many more places than before. Bit by bit, the soft cartilage that has held my shape so far is being replaced by harder, stronger bone. It's a slow process that will continue quietly for months, long after I'm born.	इस हफ़्ते मेरा ढाँचा हड्डी में बदलता जा रहा है, और ossification अब पहले से कहीं ज़्यादा जगहों पर चल रही है। थोड़ा-थोड़ा करके, जो नरम cartilage अब तक मेरा आकार सँभाले हुए था, उसकी जगह ज़्यादा सख़्त और मज़बूत हड्डी ले रही है। यह एक धीमी प्रक्रिया है, जो महीनों तक चुपचाप चलती रहेगी — मेरे जन्म के बहुत बाद तक।	Is hafte mera skeleton haddi mein badalta ja raha hai, aur ossification ab pehle se kai zyada jagahon par chal rahi hai. Thoda-thoda karke, jo naram cartilage ab tak mera aakaar sambhaale hue tha, uski jagah zyada sakht aur mazboot haddi le rahi hai. Yeh ek dheemi prakriya hai jo mahinon tak chupchaap chalti rahegi, mere paida hone ke bahut baad tak.
The outer shape of my ears is coming together this week, slowly moving into the familiar shell-like form you'll recognise. They still have some settling to do, gradually shifting into their final position on the sides of my head. One day soon, they'll be ready to catch every sound around them.	इस हफ़्ते मेरे कानों की बाहरी बनावट उभर रही है, धीरे-धीरे उसी जानी-पहचानी सीपी जैसी शक्ल में आती हुई। उन्हें अभी थोड़ा और सँवरना है, धीरे-धीरे मेरे सिर के दोनों किनारों पर अपनी आख़िरी जगह पर पहुँचते हुए। एक दिन, बहुत जल्द, वे आसपास की हर आवाज़ पकड़ने के लिए तैयार होंगे।	Is hafte mere kaanon ka bahri aakaar ban raha hai, dheere-dheere us jaani-pehchaani shell jaisi shakal mein aata hua. Unhe abhi thoda aur set hona hai, dheere-dheere mere sar ke kinaron par apni aakhri jagah par pahunchte hue. Ek din jald hi, woh aaspaas ki har aawaaz pakadne ke liye taiyaar honge.
The tiny filtering units inside my kidneys are continuing to develop this week. They're not ready to do their real job yet, but this is important groundwork being laid. In time, these filters will help keep my blood clean and support the fluid around me.	इस हफ़्ते मेरी kidney के अंदर के नन्हे छन्ने बनते जा रहे हैं। वे अभी अपना असली काम करने के लिए तैयार नहीं हैं, पर यह ज़रूरी नींव अभी रखी जा रही है। आगे चलकर ये छन्ने मेरा ख़ून साफ़ रखने और मेरे आसपास के पानी को सँभालने में मदद करेंगे।	Is hafte meri kidneys ke andar ke nanhe filtering units develop hote ja rahe hain. Woh abhi apna asli kaam karne ke liye taiyaar nahi hain, par yeh zaroori neenv rakhi ja rahi hai. Aage chalkar, yeh filters mera blood saaf rakhne aur mere aaspaas ke fluid ko support karne mein madad karenge.
