labour_gown	आरामदायक, और टीम को काम करने में आसानी।
labour_socks	प्रसव कक्ष ठंडा रखा जाता है — गर्म पैर आपको ढीला छोड़ने में मदद करते हैं।
labour_lipbalm	तेज़ साँस लेने से होंठ सोच से जल्दी सूख जाते हैं।
labour_hairties	लंबे घंटों में बाल चेहरे से दूर रहते हैं।
labour_water	स्ट्रॉ से लेटे-लेटे घूँट भरा जा सकता है, बिना गिराए।
labour_snacks	संकुचन के बीच तुरंत ऊर्जा — अपने अस्पताल से पूछ लीजिए कि क्या ले जा सकती हैं।
labour_music	जानी-पहचानी धुनें शांत करती हैं और ध्यान टिकाती हैं।
after_underwear	ऊँची कमर वाले और एक बार इस्तेमाल के, ताकि टाँकों पर दबाव न पड़े।
after_nursingbra	नरम, और एक हाथ से खुलने वाली — दूध पिलाने में आसान।
after_breastpads	दूध उतरने के दिनों में रिसाव के लिए।
after_nipplecream	शुरुआती दिनों में दुखती त्वचा को आराम देती है।
after_outfit	ठीक हो रहे शरीर के लिए कुछ ढीला और नरम।
after_toiletries	अपनी रोज़ की चीज़ें अस्पताल के कमरे को अपना बना देती हैं।
after_towel	अस्पताल आपके लिए नरम तौलिया कम ही देते हैं।
after_slippers	वार्ड में धीमे टहलने के लिए झट से पहनने लायक़।
after_binder	C-section के बाद हल्का सहारा — सिर्फ़ तब, जब डॉक्टर कहें।
baby_bodysuits	कुछ नरम जोड़े — नवजात इन्हें बहुत जल्दी गंदा करते हैं।
baby_swaddle	शिशु को लिपटा हुआ, गर्म और शांत रखता है।
baby_mittens	हाथ गर्म रहें, और चेहरे पर अनजाने में खरोंच न लगे।
baby_cap	नवजात सिर से गर्मी खोते हैं — टोपी उन्हें गर्म रखती है।
baby_diapers	सबसे पहली नैपियों के लिए — कुछ आपका अस्पताल भी दे सकता है।
baby_wipes	बिलकुल नई त्वचा के लिए, हल्के और पानी वाले।
baby_blanket	पालने के लिए और घर लौटते वक़्त एक नरम ओढ़नी।
baby_towel	टोपी वाला तौलिया पहले स्नान के बाद शिशु को गर्म रखता है।
baby_lotion	नाज़ुक नवजात त्वचा के लिए हल्का मॉइस्चराइज़र।
baby_homeoutfit	घर लौटने वाला जोड़ा — और वही पहली तस्वीरें।
partner_clothes	कपड़ों का एक जोड़ा, क्योंकि रुकना लंबा खिंच सकता है।
partner_snacks	आपके पार्टनर को भूखा नहीं रहने देते, ताकि वे साथ टिके रहें।
partner_charger	एक लंबी रात हर फ़ोन ख़त्म कर देती है — पावर बैंक रख लीजिए।
partner_cash	पार्किंग, कैंटीन और फ़ॉर्म के लिए थोड़े नक़द और कार्ड।
partner_toiletries	ज़रूरी चीज़ें, ताकि आपके पार्टनर भी ताज़ा हो सकें।
docs_id	भर्ती के लिए फ़ोटो पहचान-पत्र चाहिए — इसे सबसे ऊपर रखिए।
docs_admission	आपके अस्पताल का रजिस्ट्रेशन और भर्ती के काग़ज़।
docs_insurance	बीमा या TPA कार्ड, ताकि काग़ज़ी काम आसान रहे।
docs_records	आपकी स्कैन रिपोर्ट और मेडिकल फ़ाइल, टीम के लिए।
docs_birthplan	अगर आपने लिखा है, तो एक प्रति पास रखिए।
comfort_pillow	अपना तकिया एक अजनबी बिस्तर को घर जैसा बना देता है।
comfort_eyemask	वार्ड की तेज़ रोशनी रोकता है, ताकि आप आराम कर सकें।
comfort_scent	जानी-पहचानी ख़ुशबू तब सहारा देती है जब सब कुछ भारी लगे।
comfort_affirm	प्रसव के दौरान ध्यान टिकाने के लिए कुछ शांत शब्द।
sugg_nursingpillow	दूध पिलाते वक़्त शिशु को सहारा देता है और आपकी बाँहें बचाता है।
sugg_extraoutfit	एक अतिरिक्त जोड़ा, क्योंकि छोटी-मोटी गड़बड़ होती ही है।
sugg_compsocks	जन्म के बाद अक्सर आने वाली सूजन में आराम देते हैं।
sugg_handfan	गर्म घंटों में थोड़ी ठंडक।
sugg_speaker	अपना शांत करने वाला संगीत खुलकर बजाने के लिए।
sugg_journal	पहले नोट और वे भाव, जिन्हें आप सहेजना चाहेंगी।
labour_glasses	अगर आप चश्मा पहनती हैं, तो शिशु को साफ़ देखना चाहेंगी।
after_pads	जन्म के बाद रक्तस्राव ज़्यादा होता है — सोच से ज़्यादा लगेंगे।
docs_contacts	आपके डॉक्टर का नंबर — सेव भी, और काग़ज़ पर भी।
