lib/data/prepare_data.dart	56324	56371		${m.facts[1].big.en} · ${m.facts[1].small.en}	${m.facts[1].big.hi} · ${m.facts[1].small.hi}
lib/data/prepare_data.dart	56529	56580		${m.facts.first.big.en} ${m.facts.first.small.en}	${m.facts.first.big.hi} ${m.facts.first.small.hi}
lib/localization/app_language.dart	27718	27751			Aaj kis baat ne aapko muskuraaya?
lib/localization/app_language.dart	27765	27816			Abhi aap sabse zyada kis baat ke liye excited hain?
lib/localization/app_language.dart	27830	27886			Aaj ke baare mein aap apne baby ko kya bataana chahengi?
lib/localization/app_language.dart	27900	27940			Is hafte kis baat ne aapko hairaan kiya?
lib/localization/app_language.dart	27954	27991			Apne baby ke liye ek message likhein.
lib/localization/app_language.dart	28005	28047			Aaj aap kis baat ke liye shukrguzaar hain?
lib/localization/app_language.dart	36087	36130			Aaj main aur mazboot mehsoos kar rahi hoon.
lib/localization/app_language.dart	36144	36163			Aadha safar poora ❤
lib/localization/app_language.dart	36177	36211			Baby khoobsurati se badh raha hai.
lib/localization/app_language.dart	36225	36256			Bahut excited feel ho raha hai.
lib/localization/app_language.dart	36270	36293			Hamara safar jaari hai.
lib/localization/app_language.dart	64115	64146			Kya main papaya kha sakti hoon?
lib/localization/app_language.dart	64160	64180			Kya coffee safe hai?
lib/localization/app_language.dart	64194	64225			Kya abhi kamar dard normal hai?
lib/localization/app_language.dart	64239	64264			Acidity kam kaise karein?
lib/localization/app_language.dart	64278	64302			Behtar neend kaise aaye?
lib/localization/app_language.dart	64316	64350			Kya main pineapple kha sakti hoon?
lib/screens/profile_screen.dart	39804	39922		Your employer may already provide ParentVeda. Check with your work email.	Ho sakta hai aapki company ParentVeda ka kharcha uthati ho. Work email se check kar lijiye.
lib/screens/read_reader_screen.dart	5505	5525		About the book	Book ke baare mein
lib/screens/read_reader_screen.dart	5614	5628		Core philosophy	Mool vichaar
lib/screens/read_reader_screen.dart	5698	5713		Key ideas	Zaroori ideas
lib/screens/read_reader_screen.dart	5798	5819		Chapter by chapter	Chapter dar chapter
lib/screens/read_reader_screen.dart	5913	5933		ParentVeda\'s take	ParentVeda ki raay
lib/screens/read_reader_screen.dart	6011	6029		Memorable lines	Yaadgaar baatein
lib/screens/read_reader_screen.dart	6140	6167		Why we recommend it	Kyun recommend karte hain
lib/screens/read_reader_screen.dart	6187	6196		The read	Padhein
lib/screens/read_reader_screen.dart	6270	6292		Why this matters	Yeh kyun zaroori hai
lib/screens/read_reader_screen.dart	6378	6407		Research simplified	Research aasan bhaasha mein
lib/screens/read_reader_screen.dart	9662	9684		Why this matters	Yeh kyun zaroori hai
lib/screens/read_reader_screen.dart	10004	10033		Research simplified	Research aasan bhaasha mein
lib/screens/read_reader_screen.dart	11561	11587		Sharing coming soon	Sharing jald aa raha hai
lib/screens/read_reader_screen.dart	18752	18781		What this book is about	Yeh book kis baare mein hai
lib/screens/read_reader_screen.dart	19088	19102		Core philosophy	Mool vichaar
lib/screens/read_reader_screen.dart	19311	19332		The most important ideas	Sabse zaroori ideas
lib/screens/read_reader_screen.dart	19422	19467		Tap any idea to open it.	Kisi bhi idea ko kholne ke liye tap karein.
lib/screens/read_reader_screen.dart	19914	19935		Chapter by chapter	Chapter dar chapter
lib/screens/read_reader_screen.dart	20040	20088		Tap any chapter to open its key points.	Kisi bhi chapter ko kholne ke liye tap karein.
lib/screens/read_reader_screen.dart	20626	20644		Memorable lines	Yaadgaar baatein
lib/screens/read_reader_screen.dart	21323	21335		BEST FOR	KISKE LIYE
lib/screens/read_reader_screen.dart	21774	21782		THEMES	VISHAY
lib/screens/read_reader_screen.dart	26357	26377		PARENTVEDA\'S TAKE	PARENTVEDA KI RAAY
lib/screens/read_reader_screen.dart	28574	28588		KEY POINTS COVERED	MUKHYA BINDU
lib/screens/read_reader_screen.dart	30186	30201		Show less	Kam dikhayein
lib/screens/read_reader_screen.dart	30222	30235		Read more	Aur padhein
lib/screens/read_reader_screen.dart	34184	34198		Read next	Aage padhein
lib/screens/read_reader_screen.dart	34393	34423		Keep reading - more on this, one after another.	Padhte rahein - isi par aur.
lib/screens/read_reader_screen.dart	37497	37511		In this read	Is read mein
lib/screens/week5_full_flow_screen.dart	11831	11872		Tap any to understand it.	Samajhne ke liye kisi par bhi tap karo.
lib/screens/week5_full_flow_screen.dart	14608	14702		Common, normal things you may notice now — tap any to understand it and what helps.	Aam, normal cheezein jo abhi mehsoos ho sakti hain — samajhne ke liye kisi par bhi tap karo.
lib/screens/week5_full_flow_screen.dart	21337	21362		Trimester 1 · Weeks 1–13	Trimester 1 · Week 1–13
lib/screens/week5_full_flow_screen.dart	23558	23589		Our Pregnancy Week: Week 5	Hamari Pregnancy Week: Week 5
lib/screens/week5_full_flow_screen.dart	12368	12382		You This Week	Is Hafte Tum
lib/screens/week5_full_flow_screen.dart	14459	14485		Health this week · Symptoms	Is hafte sehat · Lakshan
lib/screens/week5_full_flow_screen.dart	17815	17838		Health this week · Diet	Is hafte sehat · Diet
lib/screens/week5_full_flow_screen.dart	23477	23502		Share With Partner	Partner ke saath baanto
lib/screens/week5_full_flow_screen.dart	2513	2618		This is for understanding, not diagnosis — your doctor is always the best guide.	Yeh samajhne ke liye hai, diagnosis ke liye nahi — tumhara doctor hamesha sabse accha maargdarshak hai.
lib/screens/week5_full_flow_screen.dart	17284	17411		If you notice any spotting, bleeding, or anything that does not feel right to you, please check with your doctor. It is always okay to ask.	Agar koi spotting, bleeding, ya kuch bhi jo theek na lage dikhe, to apne doctor se jaanch karwao. Poochhna hamesha theek hai.
lib/screens/week_flow_screen.dart	4632	4658		What's happening this week	Is hafte kya ho raha hai
lib/screens/week_flow_screen.dart	7024	7134		I'm forming millions of new nerve connections every single day - my brain is working at an astonishing pace!	Main har din laakhon naye nerve connections bana raha hoon - mera dimaag gajab raftaar se kaam kar raha hai!
lib/screens/week_flow_screen.dart	7479	7611		I can curl my little fingers and sometimes grab the umbilical cord - I'm practising for our very first cuddles.	Main apni nanhi ungliyan mod sakta hoon aur kabhi gard-naal pakad leta hoon - main hamari pehli cuddles ki practice kar raha hoon.
lib/screens/week_flow_screen.dart	7883	7984		Sometimes you'll feel tiny rhythmic taps - that's just me having hiccups, and it's completely normal.	Kabhi aap chhoti taal-baddh thaap mehsoos karengi - yeh bas meri hichki hai, aur bilkul normal hai.
lib/screens/week_flow_screen.dart	8336	8432		My very own fingerprints - and footprints - are forming right now, patterns that will be mine alone for life.	Mere apne fingerprints - aur footprints - abhi ban rahe hain, jo zindagi bhar sirf mere honge.
lib/screens/week_flow_screen.dart	8763	8859		My heart is pumping hard, moving several litres of blood around my tiny body every single day.	Mera dil zor se pump kar raha hai, har din kai litre khoon mere nanhe sharir mein ghumata hai.
lib/screens/week_flow_screen.dart	9493	9523		We're halfway there! 🎉	Hum aadhe raaste par hain! 🎉
lib/screens/week_flow_screen.dart	9739	9916		We've reached the middle of our journey together! I'm growing quickly now, your bump is showing, and any day now you might feel me move for the very first time.	Hum apne safar ke aadhe raaste par pahunch gaye hain! Main ab tezi se badh raha hoon, aapka bump dikhne laga hai, aur kisi bhi din aap mujhe pehli baar mehsoos kar sakti hain.
lib/screens/week_flow_screen.dart	10225	10355		I'm about the size of a banana now - roughly 25 cm from my head to my heels and around 300 g. From this week, you'll measure me head-to-heel instead of head-to-bottom.	Main ab lagbhag ek kele jitna hoon - sir se edi tak takreeban 25 cm aur ~300 g. Is hafte se aap meri lambai sir-se-edi naapengi.
lib/screens/week_flow_screen.dart	10422	10449		You'll feel me move	Aap mujhe mehsoos karengi
lib/screens/week_flow_screen.dart	10766	11041		My first little flutters - called \"quickening\" - often start around now. They feel like bubbles or a gentle tap, and over the next few weeks they'll grow into clear kicks. If this is your first baby you might feel me a little later - that's completely normal.	Meri pehli halki harkatein - "quickening" - aksar is samay shuru hoti hain. Yeh bulbule ya halke tap jaisi lagti hain, aur agle kuch hafton mein saaf kicks ban jaayengi. Agar yeh aapka pehla baby hai to aap mujhe thodi der se mehsoos kar sakti hain - yeh bilkul normal hai.
lib/screens/week_flow_screen.dart	11416	11688		The tiny bones in my ears are in place, so I can hear your voice, your heartbeat and the world around us. When you talk, hum or sing to me, it helps us bond - and I'll often recognise your favourite tune after I'm born.	Mere kaano ki nanhi haddiyan ban gayi hain, isliye main aapki awaaz, aapki dhadkan aur aas-paas ki duniya sun sakta hoon. Jab aap mujhse baat karti, gungunaati ya gaati hain, to hamari bonding hoti hai - aur janm ke baad main aksar aapki pasandeeda dhun pehchaan loonga.
lib/screens/week_flow_screen.dart	11758	11796		I'm tasting your meals	Main aapke khaane ka swaad leta hoon
lib/screens/week_flow_screen.dart	12037	12240		I swallow a little amniotic fluid through the day, and my new taste buds pick up the flavours of whatever you eat. A varied, balanced diet now might even shape what I love to eat later!	Main din bhar thoda amniotic fluid nigalta hoon, aur meri nayi swaad-kaliyan aapke khaane ke flavours mehsoos karti hain. Abhi variety wali santulit diet aage chal kar mere swaad ko bhi bana sakti hai!
lib/screens/week_flow_screen.dart	12581	12767		A soft creamy coating called vernix and a layer of fine hair (lanugo) are protecting my delicate skin. Underneath, I'm building up the fat that will keep me warm and cosy after I'm born.	Vernix naam ki narm creamy parat aur mahin baal (lanugo) meri naazuk tvacha ko bacha rahe hain. Iske neeche main woh fat bana raha hoon jo janm ke baad mujhe garm aur aaramdeh rakhega.
lib/screens/week_flow_screen.dart	13073	13261		I'm settling into my own sleep-and-wake cycles, and I'm often most active just when you lie down to rest! Noticing my patterns is the start of you getting to know me.	Main apne sone-jaagne ke cycle mein aa raha hoon, aur aksar tab sabse zyada active hota hoon jab aap aaram karne letti hain! Mere patterns pehchaanna aapke mujhe jaan-ne ki shuruaat hai.
lib/screens/week_flow_screen.dart	14239	14339		Limit shark, swordfish and king mackerel - mercury can affect baby's developing brain.	Shark, swordfish aur king mackerel kam karein - mercury baby ke dimaag ko prabhavit kar sakta hai.
lib/screens/week_flow_screen.dart	15286	15398		Rich in calcium and protein - builds your baby's bones and teeth, and keeps yours strong too.	Calcium aur protein se bharpoor - baby ki haddiyan-daant banata hai aur aapki haddiyan bhi mazboot rakhta hai.
lib/screens/week_flow_screen.dart	16007	16093		Loaded with folate, iron and calcium - key for baby's growth and your own energy.	Folate, iron aur calcium se bharpoor - baby ke vikas aur aapki urja ke liye zaroori.
lib/screens/week_flow_screen.dart	16558	16655		Complete protein and choline, which supports your baby's brain development. Cook them well.	Poora protein aur choline, jo baby ke dimaag ke vikas mein madad karta hai. Achhe se pakaayein.
lib/screens/week_flow_screen.dart	17493	17738		If you haven't already, book or attend your 20-week scan. This gentle ultrasound checks baby's growth, heart, spine and organs - and you may catch a lovely glimpse of your little one. Take your partner along if you can.	Agar abhi tak nahi kiya, to apna 20-hafte ka scan book karein ya karwaayein. Yeh halka ultrasound baby ki growth, dil, reedh aur organs check karta hai - aur aapko apne nanhe ki jhalak bhi mil sakti hai. Ho sake to partner ko saath le jaayein.
lib/screens/week_flow_screen.dart	18107	18329		As your bump grows, resting on your side - a pillow tucked between your knees helps - keeps blood flowing well to baby. If you wake on your back, don't worry; just settle gently onto your side again.	Bump badhne ke saath, karwat par aaram karna - ghutno ke beech takiya rakhne se aaram milta hai - baby tak khoon achhe se pahunchata hai. Agar peeth ke bal jaag jaayein to ghabraayein nahi; dheere se phir karwat le lein.
