This week my fingers and toes finally separate completely, and tiny nails begin to grow. I'm about the size of a strawberry now.	इस हफ़्ते मेरी उँगलियाँ और पैरों की उँगलियाँ आख़िरकार पूरी तरह अलग हो जाती हैं, और नन्हे नाख़ून उगने लगते हैं। अब मैं लगभग एक स्ट्रॉबेरी जितना हूँ।
I've grown to about the size of a strawberry this week, and I'm looking more like a tiny person every day. My fingers and toes have fully separated, and my head still makes up about half of my length.	इस हफ़्ते मैं बढ़कर लगभग एक स्ट्रॉबेरी जितना हो गया हूँ, और हर दिन थोड़ा और एक नन्हे इंसान जैसा दिखने लगा हूँ। मेरी उँगलियाँ और पैरों की उँगलियाँ पूरी तरह अलग हो गई हैं, और मेरा सिर अब भी मेरी लंबाई का लगभग आधा हिस्सा है।
I'm about 3.1 to 3.2 centimetres long now, roughly the size of a strawberry, and I weigh about 4 grams.	अब मैं लगभग 3.1 से 3.2 cm लंबा हूँ, मोटे तौर पर एक स्ट्रॉबेरी जितना, और मेरा वज़न लगभग 4 g है।
My fingers and toes have completely separated this week, with no more webbing, and tiny nails are just beginning to grow. My skeleton keeps turning from soft cartilage into bone, and my ears are taking their outer shape. I'm swallowing tiny sips of fluid and kicking my legs, simply practising movements I'll need later. My head still makes up about half of my length because my brain is growing so quickly.	इस हफ़्ते मेरी उँगलियाँ और पैरों की उँगलियाँ पूरी तरह अलग हो गई हैं, बीच की जाली अब नहीं रही, और नन्हे नाख़ून अभी उगने शुरू हुए हैं। मेरा ढाँचा नरम cartilage से हड्डी में बदलता जा रहा है, और मेरे कानों की बाहरी बनावट उभर रही है। मैं fluid के नन्हे घूँट निगल रहा हूँ और अपनी टाँगें चला रहा हूँ — बस वे हरकतें सीख रहा हूँ जो आगे मुझे चाहिए होंगी। मेरा सिर अब भी मेरी लंबाई का लगभग आधा है, क्योंकि मेरा दिमाग़ इतनी तेज़ी से बढ़ रहा है।
This week I'm becoming a little more active, swallowing tiny sips of the fluid around me and kicking my legs. These movements help my muscles, joints and nervous system develop, even though I don't need them for feeding or moving around just yet. You can't feel any of it, but if you had a scan now, you might just catch me in action.	इस हफ़्ते मैं थोड़ा और सक्रिय हो रहा हूँ — अपने आसपास के fluid के नन्हे घूँट निगलता हुआ और अपनी टाँगें चलाता हुआ। ये हरकतें मेरी मांसपेशियों, जोड़ों और तंत्रिका तंत्र को बनने में मदद करती हैं, हालाँकि अभी मुझे इनकी खाने या घूमने के लिए ज़रूरत नहीं है। तुम्हें इनमें से कुछ भी महसूस नहीं होगा, पर अगर अभी scan होता, तो शायद तुम मुझे हरकत करते हुए पकड़ लेतीं।
This week my fingers and toes have fully separated, with the webbing between them completely gone. My thumbs have rotated into place, ready for gripping and holding one day. For now, I'm simply getting used to having my own separate fingers and toes.	इस हफ़्ते मेरी उँगलियाँ और पैरों की उँगलियाँ पूरी तरह अलग हो गई हैं, और उनके बीच की जाली बिलकुल ख़त्म हो गई है। मेरे अंगूठे घूमकर अपनी जगह पर आ गए हैं — एक दिन पकड़ने और थामने के लिए तैयार। फ़िलहाल मैं बस अपनी अलग-अलग उँगलियों का आदी हो रहा हूँ।
Tiny nails are just beginning to grow at the ends of my fingers and toes this week. They're barely there for now, more like the faintest suggestion of a nail than anything you'd recognise. Over the coming weeks and months, they'll keep growing, all the way until the day you first trim them.	इस हफ़्ते मेरी उँगलियों और पैरों की उँगलियों के सिरों पर नन्हे नाख़ून अभी उगने शुरू हुए हैं। फ़िलहाल वे मुश्किल से हैं — किसी नाख़ून की सबसे हल्की झलक जैसे, ऐसा कुछ नहीं जिसे तुम पहचान सको। आने वाले हफ़्तों और महीनों में वे बढ़ते रहेंगे, उस दिन तक जब तुम पहली बार उन्हें काटोगी।
My skeleton keeps turning to bone this week, with ossification now underway in many more places than before. Bit by bit, the soft cartilage that has held my shape so far is being replaced by harder, stronger bone. It's a slow process that will continue quietly for months, long after I'm born.	इस हफ़्ते मेरा ढाँचा हड्डी में बदलता जा रहा है, और ossification अब पहले से कई ज़्यादा जगहों पर चल रही है। थोड़ा-थोड़ा करके, जो नरम cartilage अब तक मेरा आकार सँभाले हुए था, उसकी जगह ज़्यादा सख़्त और मज़बूत हड्डी ले रही है। यह एक धीमी प्रक्रिया है जो महीनों तक चुपचाप चलती रहेगी — मेरे पैदा होने के बहुत बाद तक।
The outer shape of my ears is coming together this week, slowly moving into the familiar shell-like form you'll recognise. They still have some settling to do, gradually shifting into their final position on the sides of my head. One day soon, they'll be ready to catch every sound around them.	इस हफ़्ते मेरे कानों की बाहरी बनावट बन रही है, धीरे-धीरे उस जानी-पहचानी शंख जैसी शक्ल में आती हुई। उन्हें अभी थोड़ा और जमना है, धीरे-धीरे मेरे सिर के किनारों पर अपनी आख़िरी जगह पर पहुँचते हुए। एक दिन जल्द ही, वे आसपास की हर आवाज़ पकड़ने के लिए तैयार होंगे।
The tiny filtering units inside my kidneys are continuing to develop this week. They're not ready to do their real job yet, but this is important groundwork being laid. In time, these filters will help keep my blood clean and support the fluid around me.	इस हफ़्ते मेरी kidney के अंदर के नन्हे छन्ने बनते जा रहे हैं। वे अभी अपना असली काम करने के लिए तैयार नहीं हैं, पर यह ज़रूरी नींव रखी जा रही है। आगे चलकर ये छन्ने मेरा ख़ून साफ़ रखने और मेरे आसपास के fluid को सँभालने में मदद करेंगे।
By now, all of my major organs have formed, and this week they're beginning to work together as a team. None of them can do their full jobs on their own yet, but this teamwork is an important step. From here, it's less about building new parts and more about everything maturing together.	अब तक मेरे सभी बड़े अंग बन चुके हैं, और इस हफ़्ते वे एक टीम की तरह साथ काम करना शुरू कर रहे हैं। कोई भी अभी अकेले अपना पूरा काम नहीं कर सकता, पर यह तालमेल एक ज़रूरी क़दम है। यहाँ से बात नए हिस्से बनाने की कम है, और सबके साथ-साथ पकने की ज़्यादा।
My brain keeps producing new nerve cells at an incredible rate this week, roughly 250,000 every single minute. This pace will continue throughout the rest of pregnancy, eventually building the complex web of connections behind everything I'll one day think, feel and do.	इस हफ़्ते मेरा दिमाग़ ग़ज़ब की रफ़्तार से नई तंत्रिका कोशिकाएँ बनाता जा रहा है — लगभग 2,50,000 हर एक मिनट। यह रफ़्तार बाक़ी गर्भावस्था भर चलती रहेगी, और आगे चलकर connections का वह पेचीदा जाल बनाएगी जो मेरे हर सोचने, महसूस करने और करने के पीछे होगा।
Week 10 often marks a turning point, and for many women, symptoms start easing over the coming weeks as you near the end of the first trimester. Nausea, fatigue and headaches may still be strong right now, and some women notice new discomforts too, such as brief sharp twinges low in the belly as the uterus grows and the supporting tissues stretch. Others may already feel their symptoms beginning to lift. Whichever way it goes for you, it's completely normal. You're almost through the trickiest stretch, and many women start to feel more like themselves again very soon.	हफ़्ता 10 अक्सर एक मोड़ होता है — बहुत सी महिलाओं के लिए आने वाले हफ़्तों में लक्षण हल्के पड़ने लगते हैं, जैसे-जैसे आप पहली तिमाही के अंत के क़रीब आती हैं। मतली, थकान और सिर दर्द अभी भी तेज़ हो सकते हैं, और कुछ महिलाओं को नई तकलीफ़ें भी महसूस होती हैं — जैसे पेट के नीचे हल्की तेज़ चुभन, जब uterus बढ़ता है और उसे सँभालने वाले tissues खिंचते हैं। कुछ को अपने लक्षण पहले से हल्के होते महसूस हो सकते हैं। आपके साथ जो भी हो, वह बिलकुल सामान्य है। आप सबसे मुश्किल हिस्से से लगभग निकल चुकी हैं, और बहुत सी महिलाएँ जल्द ही दोबारा ख़ुद जैसा महसूस करने लगती हैं।
You may notice your waist looking a little rounder, though for many women this is still mostly due to bloating and the growing uterus remaining within the pelvis. Veins on your breasts and tummy may look more visible as your blood volume keeps rising. Your skin might feel drier or spottier than usual, and some women begin to notice fine red thread-like lines called spider naevi, which are harmless and fade after birth. Small, steady signs that your body is working hard behind the scenes.	आपको अपनी कमर थोड़ी गोल लग सकती है, हालाँकि बहुत सी महिलाओं के लिए यह अभी ज़्यादातर bloating और बढ़ते uterus की वजह से है, जो अभी pelvis के अंदर ही है। आपके breasts और पेट पर नसें ज़्यादा दिखने लग सकती हैं, क्योंकि आपका blood volume बढ़ता जा रहा है। आपकी त्वचा आम से ज़्यादा रूखी या दानों वाली लग सकती है, और कुछ महिलाओं को बारीक लाल धागे जैसी लकीरें दिखने लगती हैं जिन्हें spider naevi कहते हैं — ये नुक़सानदेह नहीं हैं और जन्म के बाद फीकी पड़ जाती हैं। छोटे, लगातार संकेत कि आपका शरीर परदे के पीछे मेहनत कर रहा है।
If sharp twinges in your lower belly catch you off guard, it is often caused by your growing uterus and the tissues supporting it stretching, not a sign of anything wrong. Move a little slower when you stand up or sit down, rest when you need to, and be patient with your changing skin and body.	अगर पेट के नीचे की तेज़ चुभन आपको अचानक पकड़ ले, तो यह अक्सर आपके बढ़ते uterus और उसे सँभालने वाले tissues के खिंचने से होती है — किसी गड़बड़ का संकेत नहीं। उठते या बैठते वक़्त थोड़ा धीरे चलिए, जब ज़रूरत हो आराम कीजिए, और अपनी बदलती त्वचा और शरीर के साथ सब्र रखिए।
Sharp, quick twinges low in your belly as your womb stretches.	गर्भाशय के खिंचने पर पेट के नीचे तेज़, झटपट चुभन।
As your womb grows, the ligaments supporting it stretch and tighten, sometimes causing a sudden, sharp twinge low in your belly or groin. It is often caused by your growing uterus and the tissues supporting it stretching quickly, triggered by movements like standing up, coughing or laughing. Moving a little more slowly, and resting when it happens, can help ease it.	जैसे-जैसे आपका गर्भाशय बढ़ता है, उसे सँभालने वाले ligaments खिंचते और कसते हैं, जिससे कभी पेट के नीचे या जाँघ के जोड़ में अचानक तेज़ चुभन होती है। यह अक्सर बढ़ते uterus और उसे सँभालने वाले tissues के तेज़ी से खिंचने से होती है, और उठने, खाँसने या हँसने जैसी हरकतों से शुरू होती है। थोड़ा धीरे चलना, और जब यह हो तब आराम करना, इसे हल्का करने में मदद करता है।
More visible veins on your breasts and belly are common now.	Breasts और पेट पर नसों का ज़्यादा दिखना अब आम है।
