659	$joined बाक़ी
660	मैनेज करें
661	अभी देखें
662	इस हफ़्ते
663	सेहत
664	खाएँ
665	करने को
666	स्कैन
667	पड़ाव
668	क्या न खाएँ
669	यह समझने के लिए है, निदान नहीं — आपका डॉक्टर हमेशा सबसे अच्छी सलाह देते हैं।
670	WhatsApp पर अपडेट भेजें
671	अपने पार्टनर को इस हफ़्ते का साफ़ ब्योरा भेजिए — शिशु, आप, स्कैन और वे कैसे मदद कर सकते हैं।
672	हमारी गर्भावस्था · हफ़्ता $week
673	ऐप में आने वाले स्कैन साथ देखिए।
674	आप कैसे मदद कर सकते हैं
675	आने वाले स्कैन और अपॉइंटमेंट:
676	आप दोनों इस सफ़र में साथ हैं 💜
677	आज की परवरिश सलाह
678	अपने शिशु को सुनाइए
679	रोज़ाना दवाइयाँ और सप्लीमेंट
680	आज की दवाइयाँ और सप्लीमेंट दर्ज करें
681	आज दर्ज करें
682	अपने शिशु से बात कीजिए
683	आपके लिए एक पल
684	शिशु की हलचल का हाल
685	और पढ़ें
686	पढ़ें
687	सुनें
688	अपने हिसाब से
689	यह फ़ीड अपने हिसाब से बनाएँ
690	चुनिए कि आपका रोज़ का पाठ कहाँ से आए।
691	बोलने के कार्ड
692	बच्चों की कहानियाँ
693	आध्यात्मिक पाठ
694	तुकबंदी और लोरियाँ
695	संकल्प और आशीर्वाद
696	परंपराएँ चुनें
697	रिकॉर्ड करें
698	लिखें
699	बाद में
700	चलाएँ
701	शुरू करें
702	इसे अपने पास रखें
703	रख लिया 💜
704	याद रखें
705	थोड़ा गहराई में
706	आज का अभ्यास
707	राग
708	निर्देशित ध्यान
709	संकल्प
710	$m मिनट
711	गर्भ संस्कार के बारे में
712	यह क्यों मायने रखता है
713	इसे कैसे इस्तेमाल करें
714	यह क्या है?
715	समझ गई
716	अपने शिशु के लिए अपना संदेश लिखिए…
717	सुन रहे हैं… अब बोलिए
718	माइक दबाइए और बोलिए — हम उसे प्यार से लिख देंगे।
719	Dear Baby में सेव हो गया 💜
720	Dear Baby में सेव करें
721	Dear Baby में सेव
722	आज आपने ख़ुद को 6 मिनट दिए।
723	यह आपकी सोच से ज़्यादा मायने रखता है।
724	अभी आप कैसा महसूस कर रही हैं?
725	कोई सही जवाब नहीं। बस आपका हाल पूछ रहे हैं।
726	सेव हो गया 💜
727	ख़ुश
728	शुक्रगुज़ार
729	शांत
730	उम्मीद से भरी
731	थकी हुई
732	चिंतित
733	बोझ महसूस
734	प्यार महसूस
735	क्या आज आपके शिशु ने हलचल की?
736	कोई गिनती नहीं। कोई लक्ष्य नहीं। बस ध्यान।
737	हाँ
738	अभी नहीं
739	बहुत अच्छा 💚 आपका शिशु आज सक्रिय है।
740	कोई बात नहीं। बाईं करवट लेटने की कोशिश कीजिए, कुछ ठंडा पीजिए, और 30 मिनट हलचल पर ध्यान दीजिए।
741	फिर भी हलचल महसूस नहीं हो रही? अपने डॉक्टर से संपर्क कीजिए।
742	आज
743	सफ़र
