babySnapshot.milestone	अब आधिकारिक रूप से शिशु
babySnapshot.weekHeadline	आपके शिशु ने भ्रूण की शुरुआती अवस्था पूरी कर ली है और अब उसे आधिकारिक रूप से fetus माना जाता है।
babySnapshot.size.fruit	राजमा का एक दाना
babySnapshot.size.length	लगभग 1.6 cm
babySnapshot.size.weight	लगभग 1 g
babySnapshot.reveal	माँ, अब मैं सिर्फ़ एक embryo नहीं रहा। अब मैं आधिकारिक रूप से आपका शिशु हूँ।
babyDevelopment.whatImDoing	मेरी उँगलियाँ और पैर की उँगलियाँ बनने लगी हैं, मेरे चेहरे के नैन-नक्श पहचान में आने लगे हैं, और मेरे सभी मुख्य अंग बनना शुरू हो गए हैं। आगे बढ़ने के लिए नींव अब तैयार है।
momJourney.physicalChanges	आपकी बच्चेदानी अब लगभग एक संतरे जितनी बड़ी हो गई है। हॉर्मोन के बदलाव पाचन, ऊर्जा और भूख पर असर डालते रहते हैं।
momJourney.emotionalState	अपनी पहली बड़ी जाँच के क़रीब आते हुए बहुत सी माँओं को उत्साह और अनिश्चितता, दोनों एक साथ महसूस होते हैं।
momJourney.commonSymptoms[0]	मितली
momJourney.commonSymptoms[1]	स्तनों में हल्का दर्द
momJourney.commonSymptoms[2]	थकान
momJourney.commonSymptoms[3]	पेट फूलना
momJourney.selfCareTip	बिलकुल सही खाने की कोशिश करने के बजाय ख़ुद को पोषण देने पर ध्यान दें। छोटे-छोटे अच्छे चुनाव मिलकर बड़ा फ़र्क़ बनाते हैं।
momJourney.reassurance	पहली तिमाही लंबी और असहज लग सकती है, पर आपका शिशु हर दिन कमाल की तरक़्क़ी कर रहा है।
nutrition.nutritionTheme	ज़रूरी अंगों का निर्माण
nutrition.focusNutrients[0]	प्रोटीन
nutrition.focusNutrients[1]	Folate
nutrition.whyNow	आपके शिशु के मुख्य अंग बन रहे हैं और उन्हें स्वस्थ विकास के लिए लगातार पोषण चाहिए।
nutrition.foods[0]	पनीर
nutrition.foods[1]	मूंग दाल
nutrition.foods[2]	राजमा
nutrition.foods[3]	दही
nutrition.foods[4]	दूध
nutrition.indianSuperfoodOfTheWeek.food	मूंग दाल
nutrition.indianSuperfoodOfTheWeek.benefit	शुरुआती गर्भावस्था में प्रोटीन, folate और आसानी से पचने वाला पोषण देती है।
nutrition.indianSuperfoodOfTheWeek.howToConsume	मूंग दाल की खिचड़ी या मूंग दाल का सूप।
nutrition.mealIdea	दही और सब्ज़ियों के साथ मूंग दाल की खिचड़ी।
nutrition.tip	हर खाने और नाश्ते में प्रोटीन का कोई एक स्रोत शामिल करने की कोशिश करें।
actionPlan.doThisWeek	अगली अपॉइंटमेंट के लिए सवाल तैयार करें, सेहतमंद खान-पान जारी रखें और आराम को प्राथमिकता दें।
actionPlan.skipThisWeek	यह मान लेना कि हर लक्षण — या लक्षणों का न होना — किसी गड़बड़ी की निशानी है।
actionPlan.redFlags	अगर ज़्यादा ब्लीडिंग, पेट में तेज़ दर्द, लगातार उल्टी के साथ शरीर में पानी की कमी, बुख़ार, या तेज़ चक्कर आएँ — तो अपने डॉक्टर को फ़ोन करें।
actionPlan.mythBuster.myth	लक्षण न होने का मतलब है कि गर्भावस्था में कुछ गड़बड़ है।
actionPlan.mythBuster.truth	स्वस्थ गर्भावस्थाओं में लक्षण बहुत अलग-अलग हो सकते हैं, बहुत हल्के भी।
garbhSanskar.affirmation	मैं और मेरा शिशु हर दिन साथ-साथ बढ़ रहे हैं।
garbhSanskar.reflectionPrompt	इस हफ़्ते आप किन तीन चीज़ों के लिए आभारी हैं?
garbhSanskar.spokenLine	माँ, अब मैं सचमुच एक नन्हा शिशु हूँ।
reflectAndRemember.reflectionPrompt	आज आप किन तीन चीज़ों के लिए आभारी हैं?
reflectAndRemember.journalPrompt	अपने बढ़ते शिशु के नाम आभार से भरा एक ख़त लिखिए।
reflectAndRemember.photoPrompt	इस हफ़्ते का कोई ऐसा पल क़ैद कीजिए जिसमें आपने ख़ुद का ख़याल रखा, आभार महसूस किया या खुशी पाई।
partnerCorner.whatSheMayFeel	आने वाली जाँचों को लेकर उत्साहित, पर साथ ही इस बात से घबराई हुई कि सब ठीक चल रहा है या नहीं।
partnerCorner.whatYouCanDo	हो सके तो अपॉइंटमेंट पर साथ जाइए और उसे भरोसा दिलाइए कि घबराहट महसूस होना सामान्य है।
partnerCorner.oneMission	उससे पूछिए कि डॉक्टर से क्या-क्या पूछना चाहती है, और उसे लिख लेने में मदद कीजिए।
partnerCorner.shareMessage	हमारा नन्हा शिशु हर दिन और मज़बूत हो रहा है ❤
