1	पपीता
2	पका पपीता थोड़ी मात्रा में आम तौर पर ठीक माना जाता है। कच्चा या अधपका पपीता आम तौर पर मना किया जाता है।
3	पूरी तरह पका पपीता एक पौष्टिक फल है। कच्चे या अधपके पपीते में ज़्यादा latex (papain) होता है, जिससे गर्भावस्था में परंपरागत रूप से बचा जाता है। जितना पका होगा, उतना नरम रहेगा।
4	कई माँएँ पहली तिमाही में ज़्यादा एहतियात बरतना पसंद करती हैं और कच्चा पपीता बिलकुल छोड़ देती हैं।
5	कच्चा पपीता सलाद और कुछ सब्ज़ियों में आता है — यही वह रूप है जिससे सावधान रहना है। पका, मीठा पपीता फल के रूप में ज़्यादा सुरक्षित विकल्प है।
6	अनानास
7	आम खाने की मात्रा में अनानास आम तौर पर ठीक है। सिर्फ़ बहुत ज़्यादा मात्रा से बचना बेहतर है।
8	अनानास में bromelain नाम का एक एंज़ाइम होता है, पर एक सामान्य हिस्से में इसकी मात्रा बहुत कम होती है। मायने रखने के लिए आपको बहुत ज़्यादा खाना पड़ेगा, इसलिए रोज़ की मात्रा ठीक मानी जाती है।
9	कुछ टुकड़े या एक गिलास ताज़ा जूस ठीक है। रोज़ एक बड़ा कटोरा भर खाने की आदत छोड़ दीजिए।
10	आम
11	आम एक पौष्टिक फल है और सीमित मात्रा में ठीक है।
12	आम में Vitamin A और C तथा Folate भरपूर होते हैं। इसमें क़ुदरती चीनी भी ज़्यादा होती है, इसलिए मात्रा सीमित रखिए — ख़ासकर अगर आपके डॉक्टर आपकी blood sugar पर नज़र रख रहे हैं।
13	अच्छी तरह धोकर मौसम में खाइए। अगर आपको gestational diabetes है (या ख़तरा है), तो मात्रा के बारे में डॉक्टर से पूछिए।
14	केला
15	केला गर्भावस्था का एक बढ़िया, आसान स्नैक है।
16	यह तुरंत ऊर्जा और Potassium देता है, शुरुआती गर्भावस्था की मतली शांत कर सकता है, और क़ब्ज़ में मदद करता है। एक सरल, भरोसेमंद विकल्प।
17	पनीर
18	Pasteurised दूध से बना पनीर, ताज़ा या पका हुआ खाया जाए तो ठीक है। बिना pasteurise किया soft cheese मत खाइए।
19	कुछ soft cheese के साथ चिंता listeria की होती है, एक bacteria जो बिना pasteurise किए दूध में पनप सकता है। Pasteurised दूध का पनीर — पका हुआ या ताज़ा बना — इससे बच जाता है।
20	ब्रांडेड और ज़्यादातर घर का पनीर pasteurised दूध से बनता है। शक हो तो इसे कच्चा खाने के बजाय पका लीजिए (पनीर भुर्जी, पालक पनीर)।
21	दही
22	दही गर्भावस्था में सुरक्षित है और आपके लिए अच्छा है।
23	Pasteurised दूध से बना, यह Calcium और प्रोटीन का अच्छा स्रोत है, और इसके probiotics पाचन में मदद कर सकते हैं। घर पर दही जमाइए या पैकेट वाला दही लीजिए।
