babySnapshot.milestone	वह दिन जब हम मिलेंगे
babySnapshot.weekHeadline	यह आपकी डिलीवरी वाला हफ़्ता है। शिशु आज आए, कल आए या कुछ दिन बाद — 40 हफ़्ते पहले शुरू हुआ यह सफ़र अब हमेशा के लिए बदलने वाला है।
babySnapshot.size.fruit	एक छोटा तरबूज़
babySnapshot.size.length	लगभग 51.2 cm
babySnapshot.size.weight	लगभग 3500 g
babySnapshot.reveal	माँ, साथ बिताया हमारा सबसे लंबा सफ़र लगभग पूरा हो गया है। अगली बार हम शायद आमने-सामने मिलेंगे।
babyDevelopment.whatImDoing	मेरे फेफड़े पहली साँस के लिए तैयार हैं। मेरा दिल, दिमाग़ और शरीर गर्भ के बाहर की ज़िंदगी के लिए तैयार हैं। अभी मैं बस उस सही पल का इंतज़ार कर रहा हूँ जब आपकी गोद तक का सफ़र शुरू करूँ।
babyDevelopment.funFact	भले ही मैं जन्म के लिए तैयार हूँ, मेरा दिमाग़ पहले साल में ज़िंदगी के लगभग किसी भी दौर से तेज़ बढ़ता रहेगा।
momJourney.physicalChanges	आपका शरीर प्रसव की तैयारी में कमाल का काम कर रहा है। संकुचन आते-जाते रह सकते हैं, नींद मुश्किल हो सकती है, और हर एहसास मायने वाला लग सकता है।
momJourney.emotionalState	एक ही दिन में आप उत्साहित, बेसब्र, भावुक, घबराई हुई या शांत — सब महसूस कर सकती हैं। हर एहसास जायज़ है।
momJourney.commonSymptoms[0]	पेल्विस पर दबाव
momJourney.commonSymptoms[1]	बेतरतीब संकुचन
momJourney.commonSymptoms[2]	सोने में दिक़्क़त
momJourney.commonSymptoms[3]	भावनाओं का उतार-चढ़ाव
momJourney.selfCareTip	सिर्फ़ आज पर ध्यान दीजिए। आराम कीजिए, पानी पीजिए, ख़ुद को पोषण दीजिए और अपनी मेडिकल टीम पर भरोसा रखिए।
momJourney.reassurance	ज़्यादातर शिशु अपने वक़्त पर आते हैं। डिलीवरी की तारीख़ एक अंदाज़ा है, कोई आख़िरी तारीख़ नहीं।
nutrition.nutritionTheme	जन्म के लिए ऊर्जा
nutrition.focusNutrients[0]	पानी और तरल
nutrition.focusNutrients[1]	जटिल कार्बोहाइड्रेट
nutrition.whyNow	प्रसव किसी भी समय शुरू हो सकता है, इसलिए आपके शरीर को ऊर्जा, पानी और ताक़त चाहिए।
nutrition.foods[0]	केला
nutrition.foods[1]	ओट्स
nutrition.foods[2]	नारियल पानी
nutrition.foods[3]	मूंग दाल
nutrition.foods[4]	दही
nutrition.indianSuperfoodOfTheWeek.food	नारियल पानी
nutrition.indianSuperfoodOfTheWeek.benefit	गर्भावस्था के आख़िरी दिनों में शरीर में पानी बनाए रखता है और Electrolytes की भरपाई करता है।
nutrition.indianSuperfoodOfTheWeek.howToConsume	डॉक्टर की मंज़ूरी हो तो दिन में एक ताज़ा सर्विंग।
nutrition.mealIdea	मूंग दाल खिचड़ी के साथ दही, केला और नारियल पानी।
nutrition.tip	ऐसा सरल और जाना-पहचाना खाना चुनिए जो लगातार ऊर्जा दे और आसानी से पचे।
actionPlan.doThisWeek	आराम कीजिए, पानी पीती रहिए, अपने डॉक्टर से संपर्क में रहिए और अपने शरीर पर भरोसा रखिए।
actionPlan.skipThisWeek	प्रसव जल्दी शुरू करने के लिए इंटरनेट के हर नुस्ख़े को आज़माना।
actionPlan.redFlags	अगर ब्लीडिंग, पानी जैसा स्राव, नियमित दर्द भरे संकुचन, शिशु की हलचल कम होना, तेज़ सिरदर्द, नज़र में बदलाव या कुछ भी परेशान करने वाला लगे — तो तुरंत अपने डॉक्टर से संपर्क करें।
actionPlan.mythBuster.myth	अगर डिलीवरी की तारीख़ तक प्रसव शुरू नहीं हुआ, तो कुछ गड़बड़ है।
actionPlan.mythBuster.truth	बहुत सी स्वस्थ गर्भावस्थाएँ सही मेडिकल निगरानी में डिलीवरी की तारीख़ के आगे तक चलती हैं।
garbhSanskar.affirmation	मुझे जन्म के समय पर और अपने शरीर की समझ पर भरोसा है।
garbhSanskar.reflectionPrompt	जिस दिन आपका शिशु इस दुनिया में आए, आप चाहेंगी कि वह क्या जाने?
garbhSanskar.spokenLine	माँ, अब मैं आपकी गोद में आ रहा हूँ।
reflectAndRemember.reflectionPrompt	जिस दिन आपका शिशु इस दुनिया में आए, आप चाहेंगी कि वह क्या जाने?
reflectAndRemember.journalPrompt	अपने शिशु के स्वागत का ख़त लिखिए। उसे उस परिवार के बारे में बताइए जो उसका इंतज़ार कर रहा है, उन सपनों के बारे में जो आपने उसके लिए देखे हैं, और उस प्यार के बारे में जो जन्म से पहले ही उसे घेरे हुए है।
reflectAndRemember.photoPrompt	गर्भावस्था की अपनी आख़िरी तस्वीर लीजिए। यह आख़िरी अध्याय है — अगली तस्वीर में आपका शिशु भी होगा।
partnerCorner.whatSheMayFeel	भावुक, उत्साहित, थकी हुई, उम्मीद से भरी और पूरी तरह शिशु से मिलने पर केंद्रित।
partnerCorner.whatYouCanDo	उसका सुकून बनिए। उसकी शांति की रक्षा कीजिए, उसकी ज़रूरतों के लिए आवाज़ उठाइए, और उसे याद दिलाइए कि वह कितनी मज़बूत है।
partnerCorner.oneMission	उसे अपनी पसंद की तीन बातें बताइए और एक वजह जिससे आप जानते हैं कि वह एक शानदार माँ बनेगी।
partnerCorner.shareMessage	चालीस हफ़्तों का प्यार। ज़िंदगी भर की यादें यहीं से शुरू ❤
