529	क्या पूछना चाहती हैं?
530	कोई सवाल टैप कीजिए, या नीचे अपना लिखिए।
531	जैसे-जैसे आपका सफ़र बढ़ेगा
532	नए सवाल
533	वेदा का जवाब
534	कब डॉक्टर को दिखाएँ
535	और जानकारी
536	ParentVeda का मार्गदर्शन आपकी अभी की स्थिति के लिए यह सुझाता है।
537	नीचे दी गई ParentVeda सामग्री देखिए।
538	आप कैसा महसूस कर रही हैं, यह दर्ज कीजिए और अगले कुछ दिन ध्यान रखिए।
539	अगर यह बना रहे या चिंता हो, तो अपने डॉक्टर से बात कीजिए।
540	ParentVeda की दूसरी माँओं ने भी इसके बारे में पूछा है।
541	Can-I गाइड
542	लक्षण गाइड
543	साप्ताहिक सफ़र
544	पढ़ें
545	तिमाही की सलाह
546	सोच-विचार
547	Read to baby
548	गर्भ संस्कार
549	शरीर के बदलाव
550	टूल
551	प्रोडक्ट
552	कम्युनिटी
553	स्कैन गाइड
554	विशेषज्ञ से बात करें
555	आपके सवाल के हिसाब से
556	बुक करें
557	कॉल करें
558	आम तौर पर सुरक्षित ✅
559	सीमित मात्रा में ठीक ⚖️
560	यह निर्भर करता है 🤔
561	बेहतर है बचें 🚫
562	अपने डॉक्टर से पूछें 🩺
564	कभी भी 💜
565	रोज़ाना
566	साप्ताहिक
567	इस हफ़्ते
568	हफ़्ता देखें
569	आकार
570	इस हफ़्ते देखें
571	गर्भावस्था हफ़्ता $n
572	प्लेबैक जल्द आ रहा है 💜
573	तिमाही की सलाह
574	हफ़्ता $week की सलाह
575	जन्म तक का आपका रास्ता
576	गर्भ संस्कार · हफ़्ता $week
577	पाँच कोमल आदतें
578	शिशु
579	इस हफ़्ते मैं क्या कर रहा हूँ
580	माँ
581	आप कैसा महसूस कर रही हैं
582	सेहत
583	इस हफ़्ते की देखभाल
584	यह क्यों ज़रूरी है
585	पड़ाव
586	शिशु का सफ़र
587	इस हफ़्ते
588	क्लासिक
589	नया
590	रोज़ाना
