0	क्या पिछले स्कैन के बाद placenta ऊपर खिसका है?
1	क्या जगह देखने के लिए एक और स्कैन चाहिए?
2	क्या इससे मेरी डिलीवरी की योजना में कुछ बदलता है?
3	ज़्यादातर नीचे बैठे placenta अपने आप ऊपर चले जाते हैं।
4	इसके लिए आगे स्कैन कराना बहुत आम है।
5	आपके डॉक्टर समय के साथ इस पर नज़र रखेंगे।
6	क्या शिशु के घूमने के लिए अभी समय है?
7	अगर शिशु breech ही रहा तो मेरे पास क्या विकल्प हैं?
8	शिशु को घूमने में मदद के लिए आप क्या सुझाएँगे?
9	बहुत से शिशु जन्म से पहले ख़ुद ही सिर नीचे कर लेते हैं।
10	पूरे समय के क़रीब मुद्रा दोबारा जाँची जाती है।
11	अगर शिशु breech रहे, तब भी सुरक्षित विकल्प मौजूद हैं।
12	क्या इससे मेरी डिलीवरी में कुछ बदलता है?
13	क्या प्रसव के दौरान आप शिशु पर नज़र रखेंगे?
14	क्या मुझे किसी बात का ध्यान रखना है?
15	Nuchal cord आम है और अक्सर अपने आप खुल जाती है।
16	गर्भनाल पूरे समय ऑक्सीजन पहुँचाती रहती है।
17	प्रसव के दौरान आपकी टीम शिशु पर क़रीबी नज़र रखती है।
18	खानपान में कौन से बदलाव सबसे ज़्यादा मदद करेंगे?
19	मुझे अपनी शुगर कितनी बार जाँचनी चाहिए?
20	क्या इसका असर मेरी डिलीवरी पर पड़ेगा?
21	आसान बदलावों से यह आम तौर पर अच्छी तरह सँभल जाती है।
22	ज़्यादातर यह जन्म के बाद ठीक हो जाती है।
23	आपकी देखभाल करने वाली टीम पूरे समय साथ रहेगी।
24	क्या ज़्यादा पानी पीने से मदद मिलेगी?
25	तरल दोबारा कितनी बार जाँचा जाएगा?
26	मेरे शिशु की बढ़त और हलचल कैसी है?
27	एक स्कैन से दूसरे में तरल का स्तर बदल सकता है।
28	ज़्यादा निगरानी एक आम, सावधानी भरा क़दम है।
29	पर्याप्त पानी पीते रहने की सलाह अक्सर दी जाती है।
30	मेरा ब्लड प्रेशर कितनी बार जाँचा जाना चाहिए?
31	किन संकेतों पर मुझे आपको फ़ोन करना चाहिए?
32	इससे डिलीवरी के समय पर क्या असर पड़ सकता है?
33	यह आम तौर पर विज़िट की सामान्य जाँच में ही पकड़ में आता है।
34	क़रीबी निगरानी से आपकी टीम इसे अच्छी तरह सँभालती है।
35	आपके डॉक्टर हर अगले क़दम पर मार्गदर्शन देंगे।
36	क्या कोई वजह है जिसे देखना चाहिए?
37	क्या मुझे और स्कैन कराने होंगे?
38	क्या मुझे किसी बात का ध्यान रखना है?
39	हल्की बढ़ोतरी अक्सर हानिरहित होती है।
40	साफ़ वजह हमेशा नहीं मिलती, और यह ठीक है।
41	आगे की जाँच से सब कुछ नज़र में रहता है।
42	क्या cervix की लंबाई दोबारा नापी जाएगी?
43	क्या कोई इलाज है जो मदद करेगा?
44	क्या मुझे कुछ अलग करना चाहिए?
45	छोटे cervix को सँभालने के जाने-माने तरीक़े मौजूद हैं।
46	आगे दोबारा नाप लेना आम बात है।
47	आपके डॉक्टर योजना आपके हिसाब से बनाएँगे।
48	क्या इससे मेरे शिशु की बढ़त पर असर पड़ता है?
49	क्या कोई अतिरिक्त निगरानी चाहिए?
50	क्या यह मेरी गर्भावस्था के इस चरण के लिए सामान्य है?
51	यह अक्सर परिपक्व होते placenta का सामान्य संकेत होता है।
52	बाद के स्कैन में यह आम तौर पर दिखता है।
53	सामान्य निगरानी आम तौर पर जारी रहती है।
54	मेरे स्कैन और विज़िट कितनी बार होंगे?
55	जुड़वाँ गर्भावस्था में अतिरिक्त देखभाल क्या चाहिए?
