151	त्योहारों के व्रत में कई माँएँ निर्जला के बजाय फलाहार रखती हैं — पर कृपया पहले अपने डॉक्टर से पुष्टि कर लीजिए।
152	सेब
153	संतरा / खट्टे फल
154	अंगूर
155	तरबूज़
156	ख़रबूज़ा
157	अमरूद
158	अनार
159	चीकू
160	शरीफ़ा
161	लीची
162	कटहल
163	खजूर
164	अंजीर
165	बेरी
166	कीवी
167	नाशपाती
168	सूखे मेवे
169	बादाम
170	अख़रोट
171	काजू
172	मूँगफली
173	मखाना
174	साबूदाना
175	पालक और हरी सब्ज़ियाँ
176	सहजन (मोरिंगा)
177	बैंगन
178	आलू
179	टमाटर
180	गाजर
181	चुकंदर
182	अंकुरित अनाज
183	कच्चा सलाद
184	मशरूम
185	अंडा
186	चिकन
187	मटन
188	मछली
189	झींगा
190	ज़्यादा Mercury वाली मछली
191	दाल
192	सोया
193	राजमा और चना
194	दूध
195	चीज़
196	घी और मक्खन
197	मिठाई (मावा वाली)
198	ओट्स
199	पोहा
200	इंस्टेंट नूडल्स
201	तले हुए स्नैक्स
202	मैदा
203	अचार
204	केसर
205	हल्दी / हल्दी वाला दूध
206	गुड़
207	मसाले और जड़ी-बूटियाँ
208	नमक
209	चीनी
210	सुशी (कच्ची मछली)
211	कच्चा / अधपका माँस
212	ठंडा कटा माँस / Deli meat
213	बचा हुआ खाना
214	तीखा खाना
215	च्यवनप्राश
216	मिल्कशेक
217	ताज़ा जूस
218	पैकेट वाला जूस
219	नींबू पानी
220	गन्ने का रस
221	लस्सी
222	एनर्जी ड्रिंक
223	हर्बल चाय
224	स्मूदी
225	कोम्बुचा
226	डाइट सोडा
227	आम पना
228	बादाम वाला दूध
229	Decaf कॉफ़ी
230	जलजीरा
231	ORS / Electrolytes
232	Aspirin
233	Antihistamines (Cetirizine)
234	Antacids
235	अम्लता की गोलियाँ (Pantoprazole)
236	Vitamin C
237	Prenatal Multivitamin
238	Omega-3 (DHA)
239	Vitamin B12
240	मतली की दवा (Ondansetron)
241	सुबह की मतली की गोली (Doxylamine)
242	खाँसी का सिरप
243	गले की गोलियाँ
244	Vicks / बाम
245	क़ब्ज़ की दवा
246	इसबगोल
247	Probiotics
248	अश्वगंधा
249	आयुर्वेदिक / जड़ी-बूटी की दवा
250	होम्योपैथी
251	नींद की गोलियाँ
252	Diclofenac / Nimesulide
253	Antifungal / Antiseptic क्रीम
254	पेट के कीड़ों की गोली
255	Thyroid की दवा
256	ब्लड प्रेशर की दवा
257	Insulin
258	टीके (TT / Flu / COVID)
259	गाड़ी चलाना
260	साइकिल चलाना
261	दौड़ना / जॉगिंग
262	नाचना
263	घर के काम
264	सीढ़ियाँ चढ़ना
265	लंबे समय खड़े रहना
266	मेले के झूले
267	ट्रेकिंग / पहाड़ी चढ़ाई
268	जिम की कसरत
269	Keratin / बाल सीधे करना
270	फ़ेशियल / क्लीन-अप
271	केमिकल पील
272	Botox / Fillers
273	लेज़र से बाल हटाना
274	पेडीक्योर / मैनीक्योर
275	मेकअप
276	सनस्क्रीन
277	Retinol क्रीम
278	परफ़्यूम / डियोड्रेंट
279	बालों में तेल (चंपी)
280	टैटू / पियर्सिंग
281	जेल / एक्रिलिक नाख़ून
282	धूम्रपान
283	दूसरों का धुआँ
284	वेपिंग
285	बहुत गरम पानी से नहाना
286	एयर कंडीशनिंग
287	अगरबत्ती
288	तेज़ सफ़ाई के रसायन
289	पेंट का धुआँ
290	कीटनाशक / स्प्रे
291	बिल्ली / उसकी गंदगी
292	कुत्ते / पालतू जानवर
293	बाग़वानी
294	सार्वजनिक परिवहन
295	भीड़ भरी जगहें
296	ऊँची एड़ी
297	तंग कपड़े
298	मालिश
299	स्पा / Sauna
300	ध्यान
