1828	डॉक्टर से पूछ लेना बेहतर है
1829	बंद करें
1830	आवाज़ बंद
1831	कॉल छोड़ें
1832	सामग्री की सूची पढ़िए
1833	बिना ख़ुशबू वाला, हल्की ख़ुशबू वाले से बेहतर
1834	कंपनी का अपना अध्ययन शुरुआत भर है
1835	शिशु की त्वचा को समझना
1836	किसी भी चीज़ को थोड़ा लगाकर कैसे जाँचें
1837	समय आप चुनिए
1838	Folate की मात्रा जाँचिए
1839	Folate क्यों, और अभी क्यों
1840	एक हाथ से चल जाए — बस यही परख है
1841	सुंदर वाले दराज़ में ही पड़े रह जाते हैं
1842	रात की फ़ीड से पार पाना
1843	पहले एक साइज़ बड़ा आज़माइए
1844	नैपी रैश को पढ़ना
1845	प्रायोजित
1846	Brand Studio
1847	एक इंजन जिसका काम है लगभग कुछ न दिखाना। यह पन्ना ही उसे काम करते देखने का एकमात्र तरीक़ा है।
1848	कैंपेन
1849	किसी स्लॉट का नाम दबाइए और जानिए वह क्या है। रुका हुआ कैंपेन साफ़ बताता है कि क्यों।
1850	आपके लिए चिह्नित
1851	जो चीज़ें एक असली विरोध के बावजूद बनीं। हर एक पर आपका फ़ैसला बाक़ी है।
1852	सब दोबारा चलाएँ
1853	impressions और dismissals हटा देता है, ताकि Premiere दोबारा देखा जा सके।
1854	रीसेट — Premiere देखने के लिए ऐप दोबारा खोलिए
1855	रीसेट
1856	इस रूप में देखें
1857	स्टूडियो आपके बारे में क्या जानता है
1858	targeting को बस इतना ही दिखता है। यह आपकी family profile से पढ़ा जाता है — और कहीं से नहीं।
1859	हर प्लेसमेंट
1860	पूरी सूची। एक बंद सूची — कोई प्लेसमेंट यहाँ हुए बिना हो ही नहीं सकता।
1861	लॉन्च
1862	नया, और जानने लायक़
1863	वे प्रोडक्ट जो हमें सचमुच नए लगते हैं — बनाने वालों की ज़ुबानी, और ParentVeda के विशेषज्ञ की ईमानदार राय के साथ। ब्रांड यहाँ लॉन्च करने के पैसे देते हैं। विशेषज्ञ क्या कहेंगे, उसके नहीं।
1864	अभी कोई लॉन्च नहीं
1865	हम ये साल में कुछ ही बार चलाते हैं। यहाँ ख़ाली पन्ने का मतलब है कि अभी कुछ भी आपका ध्यान माँगने लायक़ नहीं।
1866	लॉन्च पढ़ें
1867	यह असल में है क्या
1868	इसे ठीक से समझिए
1869	इस विषय पर ParentVeda की अपनी गाइड। मुफ़्त, और इस प्रोडक्ट के बारे में नहीं।
1870	लॉन्च का मतलब सिफ़ारिश नहीं। यहाँ कुछ भी किसी प्रोडक्ट की ParentVeda रेटिंग नहीं बदलता, और कोई ब्रांड रेटिंग ख़रीद नहीं सकता।
1871	ParentVeda के विशेषज्ञ
