babySnapshot.milestone	मेरी आँखें खुल रही हैं
babySnapshot.weekHeadline	आपके शिशु की आँखें खुलने लगी हैं, और उसका दिमाग़ लगातार कमाल की तरक़्क़ी कर रहा है।
babySnapshot.size.fruit	एक लाल पत्तागोभी
babySnapshot.size.length	लगभग 35.6 cm
babySnapshot.size.weight	लगभग 900 g
babySnapshot.reveal	माँ, मेरी आँखें खुलने लगी हैं और मैं अपने आस-पास को और महसूस करने लगा हूँ।
babyDevelopment.whatImDoing	मेरी आँखें खुलने लगी हैं, मेरी सुनने की शक्ति बेहतर होती जा रही है और मेरा दिमाग़ तेज़ी से बन रहा है। मैं आवाज़ों, हलचल और माहौल के बदलावों पर प्रतिक्रिया दे सकता हूँ।
babyDevelopment.funFact	गर्भ भले ही अँधेरा हो, फिर भी मैं रोशनी और छाया के कुछ बदलाव महसूस कर लेता हूँ।
momJourney.physicalChanges	आपका शिशु बड़ा और मज़बूत होता जा रहा है, इसलिए हरकतें ज़्यादा ताक़तवर महसूस हो सकती हैं। आपका शरीर गर्भावस्था की बढ़ती ज़रूरतों के लिए और मेहनत कर रहा है।
momJourney.emotionalState	बहुत सी माँएँ कृतज्ञता और जुड़ाव महसूस करती हैं, और यह भी कि तीसरी तिमाही क़रीब आ रही है।
momJourney.commonSymptoms[0]	तेज़ लातें
momJourney.commonSymptoms[1]	कमर में तकलीफ़
momJourney.commonSymptoms[2]	सीने में जलन
momJourney.commonSymptoms[3]	पैरों में ऐंठन
momJourney.selfCareTip	पानी पीती रहिए और सोने से पहले हल्का खिंचाव कीजिए, ताकि रात की ऐंठन कम हो।
momJourney.reassurance	जैसे-जैसे शिशु बढ़ता है, तेज़ हरकतें और बढ़ती शारीरिक तकलीफ़ अक्सर तरक़्क़ी की सामान्य निशानी होती हैं।
nutrition.nutritionTheme	तीसरी तिमाही की तैयारी
nutrition.focusNutrients[0]	आयरन
nutrition.focusNutrients[1]	प्रोटीन
nutrition.whyNow	आपके शिशु की बढ़त तेज़ हो रही है और आपका शरीर गर्भावस्था के लिए काफ़ी ज़्यादा ख़ून बना रहा है।
nutrition.foods[0]	पालक
nutrition.foods[1]	राजमा
nutrition.foods[2]	काला चना
nutrition.foods[3]	पनीर
nutrition.foods[4]	दालें
nutrition.indianSuperfoodOfTheWeek.food	काला चना
nutrition.indianSuperfoodOfTheWeek.benefit	आयरन, प्रोटीन और फ़ाइबर देता है, जो ख़ून बनने और स्वस्थ विकास में मदद करते हैं।
nutrition.indianSuperfoodOfTheWeek.howToConsume	उबले चने की चाट, सब्ज़ी, या अंकुरित चना।
nutrition.mealIdea	काले चने की सब्ज़ी के साथ रोटी और ताज़ा सलाद।
nutrition.tip	आयरन वाले खाने के साथ विटामिन C वाली चीज़ें लीजिए, ताकि आयरन बेहतर सोखा जाए।
actionPlan.doThisWeek	आने वाली अपॉइंटमेंट देख लीजिए और तीसरी तिमाही की तैयारियों के बारे में सोचना शुरू कीजिए।
actionPlan.skipThisWeek	लगातार थकान को नज़रअंदाज़ करना, या यह मान लेना कि वह हमेशा सामान्य है।
actionPlan.redFlags	अगर ब्लीडिंग, पानी जैसा स्राव, पेट में तेज़ दर्द, तेज़ सिरदर्द, नज़र में बदलाव, शिशु की हलचल कम होना या अचानक सूजन हो — तो अपने डॉक्टर से संपर्क करें।
actionPlan.mythBuster.myth	शिशु पूरा दिन सोता रहता है।
actionPlan.mythBuster.truth	आपका शिशु सोने और सक्रिय रहने के दौरों के बीच बदलता रहता है, और उसका अपना ढर्रा भी बन चुका हो सकता है।
garbhSanskar.affirmation	मैं इस सफ़र के हर पड़ाव का कृतज्ञता से स्वागत करती हूँ।
garbhSanskar.reflectionPrompt	इस हफ़्ते आप किस बात के लिए सबसे ज़्यादा आभारी हैं?
garbhSanskar.spokenLine	माँ, मेरी आँखें दुनिया देखने की तैयारी कर रही हैं।
reflectAndRemember.reflectionPrompt	इस हफ़्ते आप किस बात के लिए सबसे ज़्यादा आभारी हैं?
reflectAndRemember.journalPrompt	वे पाँच चीज़ें लिखिए जिन्होंने इस सफ़र को आसान, ज़्यादा अर्थपूर्ण या ज़्यादा ख़ूबसूरत बनाया।
reflectAndRemember.photoPrompt	इस हफ़्ते की कोई ऐसी चीज़ क़ैद कीजिए जिसने आपको सुकून, आराम या कृतज्ञता दी।
partnerCorner.whatSheMayFeel	कृतज्ञता, उत्साह और थोड़ी अनिश्चितता — क्योंकि तीसरी तिमाही क़रीब आ रही है।
partnerCorner.whatYouCanDo	व्यावहारिक तैयारियों को सँभालने में मदद कीजिए, और साथ ही आज के पल को भी मनाइए।
partnerCorner.oneMission	साथ मिलकर मेडिकल, बीमा और मैटरनिटी से जुड़े ज़रूरी काग़ज़ात देख लीजिए।
partnerCorner.shareMessage	एक टीम। एक सफ़र। एक बढ़ता हुआ परिवार ❤
